Customer_ID,Count,Gender,Age,Under_30,Senior_Citizen,Married,Dependents,Number_of_Dependents,Country,State,City,Zip_Code,Lat_Long,Latitude,Longitude,Satisfication_Score,Quarter,Referred_a_Friend,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Churn_Category
5842-POCOP,1,1,34,0,0,2,0,0,0,0,1,92301,617,34.667815,-117.536183,3,0,0,nan,10,0,1,15.45,0,1,0,22,0,0,0,0,0,0,2,1,0,1,3,nan,436.2,0,0,154.5,590.7,0
3804-RVTGV,1,2,47,2,0,0,0,0,0,1,954,92084,113,33.22784,-117.200024,3,0,0,0,nan,0,0,0,0,1,1,14,0,0,0,0,1,1,1,0,0,1,0,44.95,996.85,25.84,40,0,1011.01,0
6265-FRMTQ,1,1,33,2,0,0,0,0,0,0,623,94610,1017,nan,-122.238708,4,0,0,0,4,0,0,0,0,1,1,13,0,0,0,1,2,1,1,1,0,1,0,nan,nan,0,0,0,162.45,0
6904-JLBGY,nan,1,52,0,0,1,2,0,0,0,992,95694,1216,38.578604,-122.024579,4,0,1,8,nan,1,1,29.11,1,1,2,28,0,1,2,0,1,1,2,1,1,1,0,105.7,7472.15,0,0,2066.81,9538.96,0
1016-DJTSV,1,0,77,2,1,0,0,0,0,0,733,96080,1420,40.186772,-122.388361,nan,0,2,0,nan,3,1,41.85,1,1,2,2,1,1,2,0,1,1,0,1,0,1,0,106.75,nan,0,0,1548.45,5605.2,4
4840-ORQXB,1,1,nan,0,1,0,0,0,1,0,770,95563,1480,40.89866,-123.539754,5,0,0,0,26,6,1,25.04,2,1,4,9,0,0,0,2,1,1,1,1,2,1,3,93.6,2404.1,0,0,651.04,3055.14,0
7721-JXEAW,1,0,nan,2,0,0,0,0,1,1,1012,nan,1526,nan,nan,1,0,0,0,1,0,1,34.04,2,1,1,23,0,0,0,1,0,0,0,1,0,1,0,52.2,52.2,0,0,34.04,86.24,1
9408-HRXRK,1,1,48,0,0,1,0,nan,0,0,1012,96145,1325,39.178337,-120.162806,3,0,1,3,14,6,1,22.14,2,1,1,11,0,0,0,1,1,0,2,1,0,1,1,66.6,979.5,0,0,309.96,1289.46,0
2430-USGXP,nan,1,62,0,0,2,0,0,0,0,777,92130,87,32.957195,-117.202542,1,0,0,0,1,6,1,38.66,0,1,2,18,0,0,0,0,0,0,0,1,0,1,3,69.1,69.1,0,0,nan,nan,1
6655-LHBYW,1,1,34,0,0,0,0,0,0,1,1012,91741,1526,34.14649,-117.849815,3,0,0,0,26,0,1,24.16,1,1,2,22,0,0,0,1,0,0,0,1,0,2,0,80.5,2088.8,0,0,628.16,nan,5
0621-HJWXJ,nan,2,nan,2,2,2,2,nan,0,0,198,92118,15,32.68674,nan,4,0,1,2,nan,0,2,43.01,1,1,2,30,0,1,1,0,1,1,1,1,1,1,1,105.2,6225.4,34.83,0,2494.58,8685.15,0
4316-XCSLJ,1,0,80,0,1,2,0,0,1,0,777,92130,1526,nan,-117.202542,1,0,2,1,17,6,1,36.82,1,1,4,6,2,0,1,0,0,2,0,1,0,1,0,85.35,1463.45,0,nan,625.94,2089.39,1
5537-UXXVS,1,1,nan,0,1,0,0,0,0,0,325,91202,1526,34.167926,-118.267539,3,0,0,0,2,0,1,15.19,1,1,4,30,0,0,0,0,0,0,0,1,0,1,2,72.6,nan,nan,0,30.38,184.68,0
7310-EGVHZ,1,2,19,1,0,0,0,0,0,0,500,90023,362,34.017697,-118.200577,1,0,0,0,4,0,2,6.91,1,1,4,nan,0,0,2,0,0,1,1,1,0,1,0,85.65,338.9,0,0,nan,366.54,2
1093-YSWCA,1,0,27,1,0,0,0,0,1,1,482,95953,1342,39.258746,-121.77697,3,0,0,0,nan,0,2,24.81,0,1,0,nan,0,1,2,1,1,0,0,0,0,0,2,66.25,620.55,0,nan,223.29,853.84,2
7459-IMVYU,1,1,42,0,2,1,2,3,0,0,777,nan,56,32.807867,-117.060993,4,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
4432-ADRLB,1,0,37,0,0,0,0,0,0,0,813,90401,361,34.015481,-118.493231,3,0,0,0,30,3,1,10.74,0,1,1,13,1,0,0,0,0,0,2,1,0,1,3,nan,1536.75,0,0,322.2,1858.95,0
3055-MJDSB,1,1,68,0,1,0,2,0,0,1,648,90272,1526,nan,nan,1,0,0,0,19,4,1,nan,1,1,2,25,1,0,2,0,1,0,0,2,0,1,0,90.6,1660,0,0,534.28,2194.28,4
8780-IHCRN,nan,2,nan,2,2,2,2,nan,0,0,697,95365,870,37.329725,-120.306399,nan,0,0,nan,nan,0,1,46.33,0,2,2,nan,1,1,2,0,0,1,1,1,3,1,1,93.4,2979.3,0,0,1482.56,4461.86,0
3374-LXDEV,nan,1,44,0,0,0,0,0,1,1,1012,nan,1526,nan,nan,5,1,0,0,7,5,1,47.19,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,20.75,141.1,nan,0,nan,471.43,0
5593-SUAOO,1,1,22,1,2,0,0,0,0,0,1012,93268,648,35.184837,nan,4,0,0,0,51,0,1,34.75,1,2,0,59,1,1,2,1,1,0,0,1,1,1,1,81.15,4126.2,nan,0,1772.25,5898.45,0
0178-CIIKR,1,1,nan,0,2,0,0,nan,0,0,293,94933,1085,38.010092,-122.689442,4,1,0,0,59,6,1,47.17,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,20.2,1192.3,0,0,2783.03,3975.33,0
6968-MHOMU,nan,0,31,0,0,1,0,nan,0,0,500,90028,441,34.099869,-118.326843,3,0,1,1,10,0,1,32.07,1,1,4,22,0,1,1,2,1,2,1,1,0,1,1,102.1,1068.85,nan,0,nan,nan,1
6900-PXRMS,1,0,55,0,2,0,0,0,0,1,257,91731,425,34.079934,-118.046695,3,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
2928-HLDBA,1,2,28,1,0,1,1,3,1,0,156,92321,554,34.255203,-117.175654,nan,0,2,nan,4,0,2,35.2,1,1,1,52,0,1,2,1,0,2,0,1,0,1,3,58.5,224.85,0,0,140.8,365.65,0
2845-HSJCY,nan,2,nan,2,2,2,2,nan,1,1,1012,nan,1526,nan,nan,3,0,1,5,26,0,1,37.6,2,1,2,10,2,1,0,0,0,0,0,1,0,0,0,nan,2015.8,0,0,977.6,2993.4,0
7880-XSOJX,1,2,60,0,0,2,0,0,0,0,59,96008,1465,40.722733,-122.109666,3,0,0,0,3,0,1,1.47,0,0,3,0,0,0,0,0,0,0,0,0,3,0,2,20.25,71.2,0,0,4.41,75.61,0
7586-ZATGZ,nan,2,nan,2,2,2,2,nan,1,1,1012,nan,1526,nan,nan,5,0,1,nan,15,0,1,18.6,1,1,2,13,0,0,1,1,1,1,1,2,0,1,0,103.45,1539.8,nan,140,279,1958.8,0
3941-XTSKM,1,1,38,2,0,0,0,0,1,0,449,nan,145,33.606899,-117.717854,4,0,0,nan,nan,2,1,41.1,1,1,4,nan,0,0,0,0,0,0,0,1,0,0,0,72.8,3249.4,0,0,1890.6,5140,0
7173-TETGO,1,2,nan,0,0,0,2,nan,0,1,266,91436,491,34.152875,-118.486056,3,0,0,0,10,0,1,2.84,0,0,3,0,0,2,0,0,0,0,0,0,1,1,3,nan,198.25,0,0,nan,226.65,0
2172-EJXVF,1,1,19,1,0,1,0,nan,0,0,560,92691,147,33.611945,-117.665867,4,0,1,3,71,0,1,2.43,0,1,0,58,1,2,1,1,0,1,1,1,2,1,1,70.85,4973.4,0,0,172.53,5145.93,0
3765-JXVKY,1,1,22,1,0,1,1,2,0,0,882,92585,185,33.739412,-117.173334,4,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
1904-WAJAA,nan,2,nan,2,2,2,2,nan,0,0,962,95386,962,37.669516,nan,3,0,0,0,1,0,1,13.84,0,1,4,26,0,0,0,0,0,0,0,0,0,1,1,45.05,45.05,0,70,13.84,128.89,2
0670-KDOMA,1,1,34,0,0,2,0,nan,0,0,563,95245,1143,nan,-120.592431,3,0,0,0,50,0,1,15.37,2,1,2,22,1,1,1,1,0,0,2,1,1,1,1,nan,4549.45,nan,0,768.5,5317.95,0
0754-UKWQP,1,0,26,2,0,1,2,nan,0,0,809,95065,818,37.031404,-121.981865,nan,0,2,8,72,1,1,nan,1,1,0,73,1,2,1,0,1,0,1,1,2,1,0,71.45,5025.85,0,0,2807.28,7833.13,0
3170-NMYVV,1,1,44,0,0,0,0,0,0,0,666,91107,1526,34.159007,-118.087353,1,0,0,0,61,0,1,nan,1,1,2,nan,1,0,1,2,2,1,1,1,2,1,1,111.6,6876.05,nan,0,477.02,7353.07,1
1009-IRMNA,1,1,40,0,0,0,0,0,0,0,448,92651,138,33.570023,-117.773669,3,0,0,0,nan,5,1,13.85,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,19.65,19.65,0,0,13.85,nan,0
8060-HIWJJ,nan,2,29,1,0,1,0,0,0,0,150,nan,980,37.722727,-122.02157,5,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
0786-IVLAW,nan,1,54,0,0,1,0,0,0,0,0,95220,1128,38.200231,-121.235034,1,0,1,4,13,4,1,45.6,0,1,2,11,0,0,1,0,1,1,1,1,3,1,2,96.65,nan,0,0,592.8,1755.65,1
6308-CQRBU,1,2,66,0,1,1,0,nan,0,1,579,95039,797,36.863303,-121.781632,1,0,0,0,1,6,1,38.78,1,1,2,23,0,0,0,0,1,0,0,1,3,1,0,86.05,86.05,0,0,38.78,124.83,1
3916-NRPAP,1,1,25,2,0,0,0,0,1,0,927,nan,1517,41.813521,-121.492666,nan,0,0,0,nan,0,1,5.49,1,1,1,69,2,2,1,2,1,2,0,0,1,0,0,81.25,5567.55,0,40,351.36,5958.91,0
5630-IXDXV,1,1,41,0,2,1,0,0,0,1,457,nan,860,37.290606,nan,3,0,1,nan,nan,1,1,24.93,0,1,1,15,1,1,0,1,0,2,1,1,2,0,1,67.95,4664.15,0,0,1745.1,6409.25,0
9239-GZHZE,nan,0,nan,2,0,2,2,0,0,0,2,96006,1496,41.171578,-120.913161,5,0,0,0,46,2,1,32.78,0,0,3,0,2,0,0,0,0,0,0,2,2,1,0,21.1,937.1,nan,0,1507.88,2444.98,0
7905-TVXTA,1,0,49,0,0,1,0,0,0,1,178,95425,1272,38.801936,-122.938935,3,0,1,7,21,4,1,14.51,0,1,2,20,0,0,1,1,0,0,0,1,1,2,0,79.2,nan,0,0,304.71,2047.16,0
9143-CANJF,1,0,45,2,0,0,0,0,0,0,104,91502,1526,34.177267,-118.31003,nan,0,0,0,11,6,1,48.64,1,1,2,28,0,0,1,0,2,1,1,1,0,1,0,100.75,1129.75,0,0,nan,nan,4
7167-PCEYD,1,1,53,0,0,2,0,nan,0,1,27,nan,1073,37.980057,nan,3,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
7442-YGZFK,1,1,64,2,0,0,0,0,1,1,1012,nan,1526,nan,nan,2,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,4
8414-OOEEL,1,0,nan,0,0,0,0,0,0,0,314,95542,1410,40.057784,-123.679461,nan,0,0,nan,6,0,1,39.16,0,1,4,8,1,0,0,0,0,0,0,1,0,1,0,49.45,314.6,0,0,234.96,549.56,0
9581-GVBXT,1,1,57,0,2,1,1,3,0,1,345,96038,1513,41.599978,-122.539381,5,0,1,1,55,2,1,40.94,0,2,3,0,0,0,0,0,2,0,0,0,2,0,1,20.5,1177.95,nan,0,2251.7,3423.82,0
0963-ZBDRN,1,1,36,2,0,1,1,2,0,0,1007,94599,1172,nan,-122.365048,3,0,1,8,36,0,1,47.45,0,1,4,14,1,0,1,0,0,1,1,1,1,1,1,63.7,2188.5,nan,0,1708.2,3896.7,0
6718-BDGHG,nan,2,nan,2,2,2,2,nan,0,0,777,92122,67,32.85723,-117.209774,3,0,0,0,4,5,1,31.61,1,1,4,2,0,0,0,0,1,1,0,1,0,1,0,95.45,396.1,0,0,126.44,522.54,1
9708-KFDBY,nan,2,nan,2,2,2,2,nan,0,0,495,90806,224,33.802664,nan,3,0,1,1,72,6,1,nan,1,1,0,nan,1,1,1,0,0,0,0,1,2,0,1,64.45,4720,0,0,nan,7072.24,0
1746-TGTWV,1,1,78,0,1,0,0,0,0,0,500,90022,365,34.02381,-118.156582,nan,0,0,0,1,0,0,0,0,1,1,8,0,0,2,0,0,1,0,0,0,1,0,39.65,nan,0,20,0,59.65,1
3407-QGWLG,1,1,nan,2,0,1,1,1,0,0,756,95677,1271,38.7904,-121.236973,4,1,1,3,50,0,1,nan,1,1,2,19,2,1,1,2,1,1,1,1,1,1,0,108.25,5431.4,0,0,2079,7510.4,0
1060-ENTOF,nan,2,51,0,0,0,0,0,0,0,220,95017,828,nan,nan,3,0,0,0,2,5,1,17.33,0,2,4,14,0,0,2,0,0,1,1,2,0,1,0,80.95,171.15,0,0,34.66,205.81,1
8896-RAZCR,1,1,63,0,0,0,0,0,0,0,578,94038,924,37.515556,-122.502311,nan,0,2,nan,23,6,1,nan,2,0,3,0,0,2,0,0,0,0,0,0,1,0,0,20.15,405.6,0,nan,606.51,1012.11,0
3340-QBBFM,nan,0,60,0,2,0,0,0,0,0,211,95313,908,37.435664,-121.049056,nan,0,0,0,3,6,1,2.69,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,19.95,58,nan,0,8.07,66.07,0
4250-FDVOU,1,0,53,0,0,0,0,0,0,0,290,92335,431,34.087558,-117.464096,5,0,0,0,64,6,1,4.03,1,0,3,0,0,0,0,0,0,0,0,2,1,0,2,24.7,1642.75,nan,0,257.92,1900.67,0
6867-ACCZI,nan,2,nan,2,2,2,2,nan,0,1,937,94587,945,37.59485,-122.051521,nan,0,0,0,1,5,2,33.32,0,1,1,nan,2,2,0,0,0,1,2,2,0,0,2,55.55,55.55,0,30,33.32,118.87,0
7541-YLXCL,1,1,68,0,1,2,0,nan,1,1,1012,nan,1526,nan,nan,nan,0,0,0,3,5,1,nan,1,1,2,nan,2,2,1,2,1,1,0,1,0,1,0,105,294.45,0,0,106.29,400.74,3
2026-TGDHM,1,1,29,1,0,1,0,0,1,0,739,94063,921,37.499411,-122.196318,4,0,1,nan,71,0,1,nan,1,1,2,27,1,1,1,1,1,1,1,0,2,1,3,nan,8310.55,0,130,2401.93,10842.48,0
5808-TOTXO,1,0,68,0,1,1,2,0,0,0,375,95323,1526,37.605926,nan,1,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,2
3746-EUBYR,1,0,36,0,0,1,1,2,0,0,748,95471,1200,38.522328,-122.97932,nan,0,1,nan,68,0,1,25.16,1,1,0,26,2,1,1,2,1,1,1,1,2,0,0,85.3,5560,0,0,1710.88,7270.88,0
2164-SOQXL,nan,0,42,0,0,0,0,0,0,0,813,90403,376,34.031529,-118.491156,nan,0,0,0,4,0,1,9.81,0,1,1,30,0,1,0,0,0,2,0,1,0,0,1,50.7,151.3,nan,0,39.24,190.54,5
4534-WGCIR,nan,2,35,0,0,1,0,0,0,1,1012,95823,1185,38.475465,-121.443625,3,0,1,10,72,1,1,29,1,1,2,22,1,1,1,1,1,1,1,1,2,1,0,113.65,8182.75,nan,nan,2088,10270.75,0
5281-BUZGT,1,2,32,0,0,1,0,0,0,0,290,92337,394,34.049671,-117.468896,1,0,0,0,8,5,2,26.41,2,1,2,16,0,0,0,2,2,2,1,2,0,1,1,85.2,627.4,0,0,211.28,838.68,1
5736-YEJAX,1,0,41,2,0,1,0,0,1,1,1012,nan,1526,nan,nan,4,0,1,8,72,0,1,8.98,2,0,3,0,0,0,0,0,0,0,2,0,2,0,0,24.55,1750.7,nan,0,646.56,2397.26,0
1568-LJSZU,nan,2,nan,2,2,2,2,nan,0,1,500,90056,339,33.987945,-118.370442,3,0,2,0,16,4,1,6.86,0,1,1,8,0,1,2,1,0,2,0,0,3,1,1,nan,834.15,nan,40,109.76,983.91,5
9402-ORRAH,nan,1,nan,0,0,0,0,0,0,0,78,93606,788,36.798882,-120.019511,1,0,0,0,19,4,1,nan,1,1,2,18,0,1,0,0,1,1,2,1,0,1,3,99.95,1931.75,0,0,41.61,1973.36,1
9079-LWTFD,1,1,58,0,0,0,0,0,0,0,1012,nan,1526,33.141265,-116.967221,1,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,1
5970-GHJAW,1,1,43,2,2,0,2,0,0,0,736,92373,353,34.003243,-117.138286,4,1,0,0,31,0,1,37.07,1,1,2,nan,2,1,0,0,0,0,2,1,0,1,0,nan,nan,0,0,nan,3578.27,0
2927-QRRQV,1,1,34,0,0,0,0,0,1,1,1012,nan,1526,nan,nan,3,0,0,0,52,0,1,6.8,1,1,1,30,2,1,1,2,1,1,1,1,3,1,1,89.25,4652.4,0,nan,353.6,5006,0
0017-IUDMW,1,2,49,0,0,0,2,nan,0,0,623,94618,1028,37.84551,-122.235181,3,0,0,0,1,0,1,36.28,0,0,3,0,0,0,0,0,0,0,0,2,0,0,3,20.75,20.75,0,0,36.28,57.03,0
9138-EFSMO,1,0,57,0,0,2,0,0,1,0,786,95119,842,37.233226,-121.78809,4,0,0,0,12,4,2,36.65,0,0,3,0,0,0,0,0,2,0,0,0,1,0,1,19.7,260.9,0,0,439.8,700.7,0
3798-EPWRR,1,0,57,0,0,0,0,0,0,0,12,92656,1526,33.571259,-117.731917,3,0,0,0,28,3,1,11.32,0,1,1,11,2,2,0,2,0,2,0,1,3,1,3,nan,1654.7,0,0,316.96,1971.66,0
2439-QKJUL,1,2,54,0,0,2,2,0,0,0,266,91316,488,34.150354,-118.518292,3,0,2,0,1,5,1,15.51,0,0,3,0,0,2,0,0,2,0,0,0,0,0,1,20.9,20.9,0,0,15.51,36.41,2
6603-QWSPR,nan,2,nan,2,2,2,2,nan,0,0,323,95442,1158,38.368744,-122.522642,4,0,0,nan,56,2,1,10.57,2,1,2,28,1,0,0,0,1,1,0,1,1,0,1,94.8,5264.3,nan,0,591.92,5856.22,0
6023-GSSXW,1,1,42,0,0,2,1,3,1,0,666,91106,479,34.139402,-118.128658,3,0,0,0,71,1,1,37.03,1,1,1,26,1,0,0,0,1,0,0,1,3,1,0,66.2,nan,0,0,2629.13,7321.68,0
2233-FAGXV,1,0,44,0,2,1,1,3,0,0,384,95546,1495,41.163637,-123.704841,3,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
8746-BFOAJ,1,0,42,0,0,0,0,nan,0,1,635,92866,212,33.784597,-117.844535,4,0,0,0,1,6,0,0,0,1,1,24,1,0,0,0,0,0,0,1,3,0,1,29.9,29.9,nan,0,0,29.9,0
2636-ALXXZ,1,1,70,0,1,1,0,nan,0,0,504,93441,619,34.70434,-120.02609,4,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
3452-ABWRL,1,0,34,0,0,1,1,5,0,0,512,90262,299,33.923573,-118.200669,nan,0,1,1,7,6,1,8.69,0,1,2,53,0,2,1,0,0,0,2,2,0,1,0,75.15,496.9,0,0,60.83,557.73,2
6928-ONTRW,nan,0,48,0,0,1,0,0,0,0,777,92122,78,32.85723,-117.209774,3,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,1
0835-DUUIQ,1,0,77,0,2,0,0,0,0,0,66,94710,1037,nan,-122.303708,nan,0,0,0,72,1,1,14.12,1,1,2,23,1,1,0,1,2,2,0,1,2,1,0,110.1,7746.7,nan,0,1016.64,8718.53,0
6582-OIVSP,nan,2,nan,2,2,2,2,nan,0,1,1012,94538,922,37.505768,-121.962472,3,0,0,0,1,0,1,10.41,0,1,1,17,0,0,0,0,0,0,0,1,0,1,2,45.7,45.7,0,0,10.41,56.11,2
5734-EJKXG,1,0,79,2,1,2,1,3,0,0,405,93235,728,36.385818,-119.224243,3,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
5616-PRTNT,1,1,40,0,0,0,0,0,0,1,610,91606,521,34.187599,-118.387125,5,0,2,0,16,4,1,40.17,0,0,3,nan,0,0,0,2,0,0,0,0,3,2,2,nan,284.35,0,0,642.72,927.07,0
3943-KDREE,nan,2,nan,2,2,2,2,nan,0,1,315,nan,213,33.786738,-117.982564,4,0,1,1,56,2,1,37.67,1,0,3,0,0,0,2,0,0,0,0,0,3,0,0,24.15,nan,29.41,0,2109.52,3482.36,0
1928-BXYIV,nan,2,nan,2,2,2,2,nan,0,0,167,93610,826,nan,-120.270136,nan,0,0,0,1,5,1,28.18,2,0,3,0,0,0,0,0,0,0,2,0,0,1,1,20.25,20.25,0,0,28.18,48.43,0
7503-ZGUZJ,1,2,nan,2,0,1,1,1,0,0,286,93623,919,nan,-119.679414,4,0,2,9,72,0,1,46.63,1,1,2,14,2,0,1,1,1,1,1,2,2,1,0,110.45,8058.85,0,0,3357.36,11416.21,0
9674-EHPPG,1,1,20,1,0,0,1,1,1,1,1012,nan,1526,nan,nan,4,0,0,0,3,5,1,33.28,0,1,0,nan,1,0,1,0,2,0,1,1,0,0,1,55.9,157.55,nan,nan,99.84,nan,0
4918-QLLIW,1,2,43,0,0,1,0,0,1,0,786,95112,874,37.343827,-121.883119,3,0,1,9,66,1,1,nan,1,1,1,15,1,1,1,0,0,0,0,1,2,1,1,nan,4428.45,0,0,2488.86,6917.31,0
0952-KMEEH,nan,2,nan,2,2,2,2,nan,0,0,780,94105,1005,37.789168,-122.395009,nan,0,0,0,46,0,1,15.78,1,1,2,3,1,1,2,0,0,1,1,1,3,2,3,93.7,4154.8,nan,0,725.88,4880.68,4
4003-FUSHP,1,1,34,0,0,0,0,0,1,1,1012,nan,1526,nan,nan,nan,0,0,0,2,5,0,0,0,1,1,8,0,1,1,1,0,0,0,1,0,1,1,nan,nan,0,0,nan,nan,5
6152-ONASV,nan,2,nan,2,2,2,2,nan,0,0,781,nan,457,34.114772,-118.089431,4,0,1,nan,63,0,1,42.17,0,1,1,73,1,1,1,1,1,0,0,1,2,0,3,74.5,4674.55,0,0,2656.71,nan,0
7209-JCUDS,nan,2,nan,2,2,2,2,nan,1,1,1012,nan,1526,nan,nan,4,1,1,7,31,0,1,7.03,2,0,3,nan,0,2,2,0,0,0,0,0,2,0,1,25.75,755.6,nan,0,217.93,973.53,0
6704-UTUKK,1,0,52,0,2,2,0,0,1,1,1012,nan,1526,nan,nan,4,0,0,0,66,0,0,nan,0,1,1,15,1,1,1,1,2,1,1,1,3,2,0,62.5,4136.4,nan,0,0,4136.4,0
5622-UEJFI,1,0,47,2,0,1,0,0,0,1,525,90292,336,33.977468,-118.445475,1,0,1,1,3,0,1,38.09,1,1,2,30,0,0,2,0,0,1,1,1,0,1,0,84.75,nan,nan,0,114.27,379.12,1
8565-WUXZU,nan,2,nan,2,2,2,2,nan,0,0,837,95682,1526,nan,-120.963092,5,0,0,0,37,6,1,nan,1,1,2,22,0,0,2,0,1,1,1,1,0,1,0,100.05,3810.55,nan,nan,646.02,4456.57,0
5339-TJFEK,1,0,25,1,0,1,2,0,0,0,1012,96142,1308,39.061227,-120.179546,4,0,1,4,42,0,1,nan,1,1,4,52,1,0,1,1,1,1,1,1,2,0,1,84.35,3571.6,0,0,413.28,nan,0
3191-CSNMG,1,0,nan,0,2,1,2,2,1,0,832,96087,1456,40.617614,nan,4,0,1,1,66,0,1,44.38,1,1,2,28,1,1,0,1,1,1,0,1,3,1,1,110.6,7210.85,0,0,2929.08,10139.93,0
4713-ZBURT,1,1,46,0,0,1,0,0,0,0,810,90670,307,nan,-118.062611,3,0,2,1,72,1,1,1.86,1,0,3,nan,0,0,0,2,0,0,2,0,2,1,0,23.55,1723.95,0,0,133.92,1857.87,0
6873-UDNLD,1,0,47,0,0,1,2,3,0,0,1012,93429,628,nan,-120.536546,1,0,0,0,1,0,1,34.57,0,0,3,nan,0,0,0,0,0,0,0,0,0,1,2,20.5,20.5,0,0,34.57,55.07,4
5269-NRGDP,1,0,52,0,0,1,1,2,0,0,591,91950,11,32.67102,nan,nan,0,1,9,5,0,0,0,0,1,1,19,0,1,0,2,0,2,0,1,0,2,0,34.25,163.55,0,0,0,163.55,0
2225-ZRGSG,1,0,54,0,0,1,1,1,0,0,471,95585,1396,39.873371,-123.741474,5,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
2812-REYAT,1,0,60,0,0,1,2,3,0,0,89,95415,1526,nan,-123.381544,5,0,1,6,24,0,1,41.45,1,1,2,nan,0,1,1,0,0,0,0,1,1,0,0,nan,2033.05,0,nan,nan,3027.85,0
5171-EPLKN,1,0,78,0,1,0,0,nan,0,0,500,90077,445,34.102084,-118.451629,4,0,0,0,35,3,1,31.64,1,1,2,7,1,0,0,0,1,1,1,1,0,1,0,99.05,3554.6,0,0,1107.4,4662,0
3521-SYVOR,1,1,33,0,0,1,0,0,0,0,400,90304,310,33.936827,-118.359824,3,0,2,10,27,0,1,9.01,0,1,1,nan,1,0,0,0,0,2,0,2,1,0,1,nan,1421.75,nan,0,243.27,1665.02,0
5115-SQAAU,1,0,48,0,0,1,2,0,1,1,1012,nan,1526,nan,nan,4,0,1,1,72,0,2,39.74,2,1,2,5,1,2,1,0,1,1,1,1,2,2,0,110.75,7751.7,0,nan,2861.28,10612.98,0
4360-QRAVE,nan,2,nan,2,2,2,2,nan,0,0,780,94107,994,37.768881,-122.395521,nan,0,1,nan,nan,0,1,11.77,0,0,3,0,0,0,0,0,2,0,0,0,0,2,1,20.85,72,0,nan,35.31,107.31,0
3278-FSIXX,1,0,47,2,2,2,0,nan,0,0,154,93430,677,35.511833,-120.918713,nan,0,0,0,26,0,0,0,2,2,4,nan,0,0,1,2,1,1,1,1,0,1,1,50.35,1277.5,nan,0,0,1277.5,0
1752-OZXFY,1,0,nan,0,0,0,0,0,0,0,891,95685,1175,nan,-120.77069,2,0,0,0,45,2,2,14.12,1,1,2,24,0,1,0,2,1,0,0,1,3,1,1,89.3,4016.85,44.63,0,635.4,4607.62,2
3178-CIFOT,1,2,nan,0,2,1,0,nan,0,0,278,92028,121,33.362575,-117.299644,2,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,1
6652-YFFJO,1,1,31,0,0,1,0,0,0,0,786,95117,865,37.311088,-121.961786,nan,0,1,nan,58,2,2,17.22,2,1,0,21,1,1,2,2,0,0,2,1,1,0,1,60.3,3563.8,0,0,998.76,4562.56,2
4226-KKDON,nan,2,70,0,1,0,0,0,0,1,170,95610,1252,38.69508,-121.271616,nan,0,0,nan,32,3,1,33.22,0,1,2,9,0,1,0,0,0,2,0,2,3,2,0,74.4,2276.95,44.31,0,1063.04,3295.68,1
