Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Satisfication Score,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn_Category
7245-JMTTQ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Q3,Yes,3,66,None,NaN,6.94,Yes,Yes,Fiber Optic,23,No,NaN,Yes,Yes,NaN,Yes,Yes,Yes,One Year,Yes,Credit Card,108.1,7181.95,0,0,458.04,7639.99,5
7691-KGKGP,1,Female,21,Yes,No,NaN,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
3642-GKTCT,1,Male,38,No,No,NaN,Yes,3,United States,California,Chula Vista,91913,NaN,32.64164,-116.985026,5,NaN,Yes,10,NaN,Offer B,Yes,22.56,Yes,Yes,Fiber Optic,56,No,NaN,NaN,NaN,Yes,NaN,No,Yes,NaN,Yes,Credit Card,90.4,5099.15,NaN,0,1240.8,6339.95,1
3027-ZTDHO,1,NaN,24,Yes,NaN,Yes,NaN,0,United States,NaN,Fresno,93650,"36.841655, -119.797113",36.841655,-119.797113,3,Q3,Yes,1,21,NaN,Yes,36.26,Yes,Yes,Fiber Optic,NaN,NaN,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,NaN,111.2,2317.1,0,120,761.46,3198.56,0
5159-YFPKQ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,NaN,Larkspur,94939,"37.937082, -122.532369",37.937082,-122.532369,NaN,Q3,Yes,4,72,None,Yes,12.58,Yes,No,None,NaN,No,No,No,No,No,No,No,No,Two Year,No,NaN,25.65,1887,0,0,905.76,2792.76,0
4475-NVTLU,1,Male,50,No,No,No,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Q3,No,0,22,None,Yes,NaN,No,Yes,Fiber Optic,17,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,NaN,93.2,2157.3,0,0,1023,3180.3,0
5550-VFRLC,1,Female,39,No,No,No,No,0,United States,California,Round Mountain,96084,"40.923558, -122.059933",40.923558,NaN,3,Q3,No,0,33,None,Yes,49.69,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,NaN,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,107.55,3645.5,0,0,1639.77,5285.27,3
6445-TNRXS,1,NaN,35,No,No,Yes,Yes,1,United States,California,NaN,90814,"33.771612, -118.143866",33.771612,-118.143866,3,Q3,Yes,3,71,Offer A,Yes,34.53,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,No,No,NaN,No,One Year,NaN,Credit Card,95.15,6770.85,0,0,NaN,NaN,4
2165-VOEGB,1,Male,76,No,NaN,No,No,0,United States,California,Bayside,NaN,"40.825486, -124.049485",NaN,-124.049485,3,Q3,No,0,16,None,Yes,19.18,Yes,Yes,Fiber Optic,22,No,No,No,NaN,Yes,No,No,Yes,NaN,Yes,Bank Withdrawal,86.6,1281,0,0,NaN,1587.88,0
4760-THGOT,1,Female,NaN,No,No,No,No,NaN,NaN,NaN,Mammoth Lakes,93546,NaN,37.550074,-118.837167,5,Q3,No,0,11,NaN,Yes,7.42,NaN,Yes,DSL,17,No,No,Yes,NaN,NaN,No,No,Yes,One Year,No,Bank Withdrawal,53.8,651.55,0,NaN,81.62,NaN,4
8317-BVKSO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Millbrae,94030,"37.601248, -122.403099",NaN,-122.403099,NaN,Q3,Yes,5,11,None,Yes,26.88,Yes,Yes,Fiber Optic,19,Yes,No,NaN,Yes,Yes,No,No,NaN,Month-to-Month,Yes,Credit Card,96.2,1222.05,0,0,295.68,1517.73,2
2430-RRYUW,1,Male,22,Yes,No,Yes,No,0,NaN,California,South Gate,90280,NaN,NaN,-118.192615,5,Q3,Yes,10,72,NaN,Yes,15.09,Yes,Yes,Fiber Optic,85,NaN,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.3,7565.35,0,0,1086.48,8651.83,0
5110-CHOPY,1,Male,33,No,No,Yes,NaN,0,United States,NaN,Witter Springs,NaN,"39.222323, -122.985488",39.222323,-122.985488,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
3756-VNWDH,1,NaN,NaN,NaN,Yes,No,No,NaN,United States,California,Bridgeville,95526,"40.372532, -123.525626",40.372532,NaN,2,Q3,No,0,33,NaN,Yes,38.53,Yes,Yes,NaN,2,No,Yes,Yes,No,No,NaN,No,Yes,NaN,NaN,Credit Card,83.85,2716.3,0,0,1271.49,3987.79,0
0731-EBJQB,1,NaN,37,No,No,Yes,Yes,3,United States,California,Anaheim,92804,"33.818, -117.974404",NaN,NaN,3,Q3,Yes,1,55,NaN,Yes,NaN,NaN,Yes,DSL,52,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,NaN,Bank Withdrawal,85.1,4657.95,NaN,0,NaN,5119.4,1
1159-WFSGR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Rancho Santa Margarita,92688,"33.624654, -117.611733",33.624654,-117.611733,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4
4024-CSNBY,1,Male,35,No,No,Yes,NaN,3,NaN,California,Lagunitas,94938,"38.021772, -122.691744",NaN,-122.691744,NaN,Q3,Yes,9,15,Offer D,Yes,49.36,No,NaN,None,0,No,No,No,NaN,No,No,No,NaN,One Year,Yes,Credit Card,19.5,239.75,0,0,740.4,NaN,5
8029-XYPWT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,NaN,Aguanga,92536,"33.482243, -116.827173",NaN,-116.827173,NaN,Q3,NaN,NaN,24,None,Yes,34.24,No,No,None,NaN,No,No,No,No,NaN,NaN,No,No,Two Year,No,Mailed Check,19.75,498.1,0,0,821.76,1319.86,0
2323-ARSVR,1,Male,53,No,No,Yes,No,0,United States,California,NaN,90044,"33.952714, -118.292061",33.952714,-118.292061,4,Q3,Yes,5,72,None,Yes,6.29,Yes,Yes,NaN,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,114.45,8375.05,0,0,452.88,8827.93,0
5469-NUJUR,1,Male,79,No,Yes,Yes,No,0,United States,NaN,Earlimart,93219,"35.858054, -119.305858",35.858054,-119.305858,3,Q3,Yes,7,17,None,Yes,46.44,Yes,Yes,NaN,NaN,NaN,No,No,No,Yes,Yes,No,Yes,NaN,Yes,Bank Withdrawal,94.8,1563.9,NaN,0,NaN,NaN,5
9885-CSMWE,NaN,Male,39,No,No,Yes,Yes,NaN,NaN,California,Arcata,95521,"40.839958, -124.003757",40.839958,-124.003757,NaN,Q3,No,NaN,27,None,Yes,14.07,Yes,Yes,Fiber Optic,15,NaN,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,NaN,100.75,2793.55,0,NaN,379.89,3173.44,0
7609-YBPXG,NaN,Male,79,No,Yes,NaN,No,0,NaN,California,Santa Barbara,93101,"34.419203, -119.710008",34.419203,-119.710008,1,Q3,Yes,NaN,66,Offer A,Yes,28.86,NaN,Yes,Fiber Optic,25,No,No,NaN,NaN,Yes,Yes,NaN,Yes,Month-to-Month,Yes,Credit Card,NaN,6822.15,0,0,1904.76,8726.91,4
9108-EQPNQ,1,Male,28,Yes,NaN,Yes,Yes,3,United States,California,Paramount,90723,"33.897122, -118.164432",33.897122,-118.164432,4,Q3,NaN,10,71,Offer A,NaN,10.11,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,Yes,Yes,NaN,NaN,Two Year,No,Bank Withdrawal,86.85,NaN,0,0,717.81,6981.61,0
0259-GBZSH,1,Female,34,No,No,No,No,0,United States,NaN,Mi Wuk Village,95346,"38.121601, -120.133915",38.121601,-120.133915,2,Q3,No,0,1,Offer E,NaN,32.92,No,Yes,Fiber Optic,3,NaN,No,NaN,NaN,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,NaN,0,NaN,32.92,113.17,0
8204-TIFGJ,NaN,NaN,54,No,No,Yes,Yes,2,United States,California,Pico Rivera,90660,"33.989524, -118.089299",33.989524,-118.089299,4,Q3,Yes,3,72,Offer A,Yes,NaN,Yes,NaN,None,0,No,NaN,No,No,No,No,No,No,Two Year,No,Credit Card,24.75,1859.1,NaN,0,3433.68,5292.78,0
7078-NVFAM,1,Male,62,No,NaN,NaN,No,NaN,United States,California,Cloverdale,95425,"38.801936, -122.938935",38.801936,-122.938935,4,Q3,NaN,0,53,Offer B,No,0,No,Yes,Cable,17,No,No,Yes,Yes,NaN,Yes,NaN,Yes,One Year,No,Credit Card,54.9,3045.75,0,0,NaN,3045.75,0
1530-ZTDOZ,1,Male,36,No,No,Yes,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Q3,Yes,1,NaN,NaN,Yes,36.03,Yes,No,None,0,No,No,No,NaN,No,No,No,No,Two Year,No,Credit Card,25.85,NaN,5.73,0,2594.16,4460.63,0
0780-XNZFN,1,Male,49,No,No,No,Yes,5,United States,California,Lakeside,92040,"32.909873, -116.906774",32.909873,-116.906774,5,NaN,NaN,NaN,14,None,Yes,40.66,No,No,NaN,NaN,NaN,No,No,No,No,NaN,No,No,Month-to-Month,No,Credit Card,19.95,268.4,0,0,569.24,NaN,0
9290-SHCMB,1,Male,80,No,Yes,Yes,No,0,United States,California,Morongo Valley,92256,NaN,34.097863,NaN,5,Q3,Yes,NaN,NaN,Offer C,NaN,NaN,No,NaN,NaN,29,No,No,Yes,No,NaN,NaN,No,Yes,Month-to-Month,Yes,Credit Card,NaN,NaN,0,0,1008.44,NaN,0
3727-JEZTU,NaN,Male,53,No,No,Yes,No,0,NaN,California,Shafter,93263,"35.490705, -119.286833",35.490705,-119.286833,3,Q3,Yes,1,14,Offer D,No,0,NaN,Yes,DSL,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,46.35,667.7,0,0,0,NaN,1
3748-FVMZZ,1,Male,29,Yes,No,Yes,No,0,United States,California,Sierraville,96126,"39.559709, -120.345639",39.559709,-120.345639,NaN,Q3,Yes,NaN,19,None,Yes,NaN,Yes,Yes,Fiber Optic,51,No,No,No,Yes,Yes,NaN,Yes,Yes,NaN,Yes,Bank Withdrawal,100.95,1875.55,0,0,112.67,1988.22,0
8374-XGEJJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Irvine,92614,"33.680302, -117.833296",33.680302,-117.833296,3,Q3,NaN,4,71,NaN,Yes,6.19,Yes,Yes,Fiber Optic,NaN,Yes,Yes,NaN,Yes,Yes,Yes,Yes,Yes,Two Year,NaN,Bank Withdrawal,116.25,8564.75,0,0,439.49,9004.24,0
7878-JGDKK,1,Male,19,Yes,No,Yes,No,0,United States,California,Browns Valley,95918,"39.292334, -121.320597",39.292334,-121.320597,4,Q3,Yes,10,70,None,No,0,No,Yes,NaN,NaN,No,Yes,Yes,Yes,No,Yes,Yes,NaN,One Year,Yes,Bank Withdrawal,51.05,3635.15,0,NaN,0,3755.15,4
9933-QRGTX,1,Female,69,No,Yes,No,No,0,United States,NaN,Rancho Cucamonga,91737,NaN,34.245289,-117.642503,NaN,Q3,No,0,4,None,Yes,NaN,Yes,Yes,Fiber Optic,4,No,NaN,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,372.45,0,0,51.44,423.89,1
2372-HWUHI,1,Female,NaN,No,No,NaN,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,Q3,Yes,NaN,72,NaN,Yes,11.02,NaN,NaN,Fiber Optic,17,NaN,Yes,Yes,Yes,No,No,NaN,No,Two Year,Yes,Bank Withdrawal,94.25,6849.75,0,NaN,793.44,7743.19,0
3955-JBZZM,1,Male,73,No,Yes,Yes,No,0,United States,NaN,Los Angeles,90068,"34.137411, -118.328915",34.137411,-118.328915,5,Q3,Yes,NaN,NaN,None,No,NaN,No,Yes,NaN,28,NaN,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,NaN,Bank Withdrawal,52.3,3765.05,0,40,0,3805.05,0
3158-MOERK,1,Female,38,No,NaN,Yes,No,0,United States,California,Montrose,91020,"34.2112, -118.230625",34.2112,-118.230625,3,Q3,Yes,10,61,Offer B,No,0,No,Yes,NaN,17,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,51.35,3244.4,0,0,0,3244.4,1
4760-XOHVN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Walnut Creek,94596,"37.900662, -122.052782",37.900662,-122.052782,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
8468-EHYJA,NaN,Male,59,No,NaN,Yes,Yes,3,United States,California,Sacramento,95824,"38.517295, -121.439819",38.517295,-121.439819,4,Q3,No,0,66,Offer A,Yes,29.5,NaN,Yes,DSL,76,Yes,Yes,Yes,Yes,Yes,No,No,Yes,NaN,Yes,Bank Withdrawal,75.1,5013,0,0,1947,6960,0
4636-JGAAI,1,Male,42,No,No,No,No,0,NaN,California,NaN,NaN,NaN,34.438581,-119.685368,1,Q3,No,NaN,1,Offer E,Yes,17.27,No,Yes,Fiber Optic,10,No,No,No,No,No,NaN,No,Yes,Month-to-Month,Yes,Mailed Check,71.55,71.55,0,0,17.27,88.82,3
9475-NNDGC,1,Female,NaN,No,No,No,No,0,United States,California,Oxnard,93030,"34.223244, -119.18012",34.223244,-119.18012,1,Q3,No,0,1,None,Yes,1.59,No,Yes,Cable,14,No,No,No,No,Yes,No,NaN,Yes,NaN,Yes,Credit Card,53.55,53.55,0,0,1.59,55.14,3
3058-WQDRE,1,Male,72,No,Yes,No,Yes,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
2450-ZKEED,1,Female,NaN,No,No,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,Q3,No,0,47,Offer B,No,0,NaN,NaN,DSL,3,Yes,Yes,No,NaN,No,No,No,Yes,One Year,No,NaN,39.65,1798.65,NaN,0,0,1798.65,2
1208-DNHLN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,Q3,Yes,1,24,Offer C,Yes,32.86,NaN,NaN,NaN,0,No,No,No,No,No,No,No,No,NaN,No,Credit Card,20.15,456.85,0,0,788.64,1245.49,3
4676-MQUEA,1,Male,NaN,No,No,Yes,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Q3,NaN,8,8,Offer E,Yes,20.67,No,Yes,Fiber Optic,NaN,Yes,No,No,NaN,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75,658.1,0,0,165.36,823.46,0
4646-QZXTF,NaN,Female,21,NaN,No,Yes,No,0,United States,NaN,San Francisco,94105,"37.789168, -122.395009",37.789168,-122.395009,5,Q3,Yes,1,47,NaN,Yes,45.9,NaN,No,None,NaN,NaN,No,No,NaN,No,No,No,No,Two Year,No,Bank Withdrawal,19.65,921.55,0,0,2157.3,3078.85,0
5774-XZTQC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Salida,95368,"37.713152, -121.08739",37.713152,-121.08739,3,Q3,No,0,66,None,Yes,10.45,Yes,NaN,NaN,20,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,NaN,102.4,6471.85,0,0,689.7,7161.55,0
5419-KLXBN,NaN,Male,76,No,Yes,Yes,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,Q3,Yes,NaN,46,NaN,Yes,49.11,Yes,Yes,NaN,17,Yes,NaN,Yes,No,Yes,No,No,NaN,Month-to-Month,Yes,Bank Withdrawal,100.7,4541.2,46.64,0,2259.06,6753.62,0
1619-YWUBB,1,NaN,63,No,NaN,No,No,0,United States,California,Mountain View,94040,"37.380662, -122.086022",37.380662,-122.086022,1,NaN,No,0,3,Offer E,Yes,5.2,Yes,Yes,NaN,23,No,No,No,No,No,No,No,No,NaN,Yes,Bank Withdrawal,75.8,246.3,0,10,15.6,271.9,0
2302-ANTDP,1,Male,44,No,No,Yes,No,0,United States,California,Van Nuys,91411,"34.17847, -118.459472",NaN,-118.459472,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1062-LHZOD,1,Female,71,No,Yes,No,No,0,United States,California,Sacramento,95822,"38.512569, -121.495184",38.512569,-121.495184,3,NaN,No,0,63,Offer B,Yes,15.62,Yes,NaN,DSL,18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,NaN,No,NaN,83,5243.05,0,0,984.06,6227.11,0
2126-GSEGL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Santa Paula,93060,"34.402343, -119.094824",34.402343,-119.094824,3,Q3,No,0,25,None,Yes,29.81,No,Yes,Fiber Optic,52,NaN,No,No,Yes,Yes,Yes,Yes,No,NaN,Yes,Bank Withdrawal,NaN,2395.7,0,NaN,745.25,3220.95,0
2535-PBCGC,1,Female,26,Yes,No,Yes,Yes,1,United States,California,San Diego,92113,"32.697098, -117.116587",NaN,-117.116587,4,Q3,Yes,1,32,None,Yes,19.76,NaN,Yes,DSL,59,Yes,NaN,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,73.6,2316.85,12.66,0,632.32,2936.51,0
1265-XTECC,1,Female,65,No,Yes,Yes,NaN,0,United States,California,Dorris,96023,NaN,41.949216,-122.050062,NaN,Q3,Yes,10,48,None,Yes,34.43,NaN,Yes,DSL,2,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,58.95,2789.7,0,NaN,NaN,4442.34,0
9483-GCPWE,1,NaN,56,NaN,No,No,No,0,United States,California,Fullerton,92831,NaN,NaN,-117.895482,4,Q3,No,0,52,None,Yes,46.24,No,NaN,Cable,10,Yes,Yes,NaN,No,Yes,NaN,No,No,Two Year,Yes,Credit Card,63.25,3342.45,0,130,2404.48,5876.93,0
2955-PSXOE,1,Male,NaN,No,No,No,NaN,0,United States,California,Emigrant Gap,95715,"39.23754, -120.720196",NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
8454-AATJP,1,Female,48,No,No,NaN,Yes,3,United States,California,Mokelumne Hill,95245,"38.304194, -120.592431",38.304194,NaN,NaN,Q3,Yes,6,8,None,Yes,17.2,No,No,None,0,No,NaN,No,NaN,No,No,No,NaN,Two Year,No,Bank Withdrawal,19.5,159.35,0,NaN,137.6,296.95,2
6559-RAKOZ,1,Male,38,No,No,NaN,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,Q3,No,0,60,Offer B,No,0,No,Yes,DSL,25,Yes,Yes,NaN,No,No,No,No,NaN,Two Year,No,Bank Withdrawal,39.6,2424.5,38.46,NaN,0,NaN,0
3727-OVPRY,1,Female,52,No,No,Yes,Yes,1,United States,California,Point Reyes Station,94956,"38.060264, -122.830646",38.060264,-122.830646,4,Q3,No,0,34,None,No,0,No,NaN,DSL,20,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,NaN,Credit Card,61.25,1993.2,0,0,0,NaN,0
3132-TVFDZ,NaN,Male,37,No,No,No,No,0,United States,California,Greenfield,93927,"36.248708, -121.386617",36.248708,-121.386617,3,Q3,No,0,6,None,Yes,43.37,Yes,Yes,Fiber Optic,NaN,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,NaN,87.95,NaN,0,0,260.22,NaN,3
9114-DPSIA,1,Male,53,No,NaN,Yes,No,0,United States,California,Pioneertown,92268,"34.201108, -116.593456",34.201108,NaN,4,Q3,Yes,2,NaN,Offer B,Yes,21.39,Yes,Yes,Fiber Optic,10,Yes,No,Yes,No,No,NaN,No,Yes,NaN,Yes,Credit Card,84.8,3626.35,43.96,NaN,NaN,4523.55,0
3865-YIOTT,1,NaN,61,No,No,Yes,No,0,NaN,California,Newport Coast,92657,"33.603282, -117.821841",33.603282,-117.821841,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
9695-IDRZR,1,Male,20,Yes,NaN,No,No,0,United States,California,Phillipsville,95559,"40.184094, -123.745487",NaN,-123.745487,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
8861-HGGKB,1,Male,23,Yes,No,Yes,No,0,United States,California,Hathaway Pines,95233,"38.184914, -120.364085",NaN,-120.364085,2,NaN,Yes,1,66,Offer A,Yes,20.07,Yes,Yes,Fiber Optic,85,No,Yes,No,NaN,Yes,Yes,NaN,Yes,One Year,Yes,Bank Withdrawal,104.05,6890,0,0,1324.62,8214.62,0
6551-GNYDG,NaN,Male,25,Yes,No,Yes,Yes,2,United States,California,Emigrant Gap,95715,"39.23754, -120.720196",39.23754,-120.720196,3,NaN,Yes,NaN,72,None,Yes,21.21,Yes,Yes,DSL,27,Yes,No,Yes,Yes,Yes,Yes,Yes,No,NaN,Yes,NaN,NaN,6093.3,0,90,1527.12,7710.42,0
8086-OVPWV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,San Diego,92121,NaN,32.898613,-117.202937,4,Q3,Yes,6,70,Offer A,Yes,4.11,Yes,Yes,Cable,NaN,Yes,Yes,Yes,NaN,NaN,No,No,Yes,Two Year,No,Bank Withdrawal,80.7,5617.95,0,0,NaN,5905.65,2
3498-LZGQZ,1,Female,46,NaN,No,No,NaN,NaN,United States,California,San Diego,92102,"32.716007, -117.117462",32.716007,-117.117462,3,Q3,No,0,69,Offer A,Yes,NaN,No,Yes,NaN,22,Yes,No,Yes,Yes,Yes,Yes,NaN,Yes,Two Year,Yes,Credit Card,82.45,5555.3,15.38,0,1775.37,7315.29,0
1453-RZFON,1,Female,64,No,No,No,No,0,United States,California,San Diego,92128,NaN,33.000269,-117.072093,3,Q3,No,0,15,Offer D,Yes,39.49,NaN,No,None,0,No,No,No,No,No,No,No,NaN,Two Year,No,Credit Card,19.6,331.6,0,0,592.35,923.95,0
3887-PBQAO,1,Male,41,No,No,Yes,Yes,1,United States,California,Alhambra,91803,NaN,34.074736,-118.145959,4,Q3,No,0,54,Offer B,No,0,No,Yes,DSL,NaN,No,No,Yes,Yes,No,Yes,Yes,No,NaN,No,Credit Card,46,2424.05,0,90,0,NaN,0
3509-GWQGF,1,Female,60,No,No,Yes,Yes,2,United States,California,Los Gatos,95032,"37.233034, -121.947427",37.233034,NaN,NaN,NaN,Yes,1,38,None,Yes,36.72,No,No,None,NaN,No,No,No,NaN,No,No,No,NaN,One Year,No,Credit Card,19.6,763.1,0,0,1395.36,2158.46,0
9866-QEVEE,1,Male,78,No,NaN,Yes,No,0,United States,California,Helendale,92342,"34.757783, -117.33997",34.757783,-117.33997,4,Q3,Yes,5,61,Offer B,NaN,46.65,Yes,Yes,Fiber Optic,23,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.55,5251.75,0,0,2845.65,NaN,1
7957-RYHQD,1,Male,20,Yes,No,No,No,0,United States,NaN,Long Beach,90804,"33.783047, -118.1486",NaN,-118.1486,1,Q3,No,0,1,Offer E,Yes,7.15,No,Yes,Fiber Optic,NaN,NaN,No,No,NaN,Yes,NaN,Yes,NaN,NaN,Yes,Bank Withdrawal,90.55,90.55,0,0,7.15,97.7,0
1173-XZPYF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Stockton,95203,"37.954089, -121.329761",37.954089,-121.329761,NaN,NaN,Yes,8,14,None,Yes,45.76,NaN,NaN,None,0,No,NaN,NaN,No,No,NaN,No,No,One Year,NaN,Credit Card,19.65,228.65,0,0,640.64,869.29,2
0135-NMXAP,1,Female,33,No,No,No,No,0,United States,California,Igo,96047,"40.524535, -122.647172",40.524535,NaN,NaN,Q3,No,0,25,None,Yes,NaN,No,Yes,NaN,10,No,NaN,No,Yes,No,Yes,NaN,Yes,Month-to-Month,Yes,Bank Withdrawal,65.8,NaN,29.29,0,30.5,1680.86,4
2667-WYLWJ,1,Female,41,No,No,Yes,No,0,NaN,NaN,Navarro,95463,"39.182916, -123.552571",39.182916,-123.552571,3,Q3,Yes,1,33,None,Yes,10.34,Yes,Yes,Fiber Optic,22,No,NaN,Yes,Yes,No,Yes,Yes,NaN,Month-to-Month,Yes,Credit Card,95,3008.15,0,60,341.22,3409.37,0
5930-GBIWP,1,Male,22,NaN,No,No,No,0,United States,NaN,Paicines,95043,"36.525703, -120.952122",36.525703,-120.952122,3,Q3,No,0,16,Offer D,Yes,4.13,No,No,NaN,NaN,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,NaN,0,0,66.08,341.78,0
0100-DUVFC,1,Female,NaN,No,No,Yes,No,0,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,5,Q3,Yes,1,51,Offer B,NaN,NaN,Yes,Yes,NaN,23,No,NaN,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,NaN,4947.55,0,130,2433.72,7511.27,1
7129-AZJDE,1,Male,47,No,No,Yes,Yes,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,Q3,Yes,2,NaN,Offer B,Yes,39.48,NaN,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.85,1071.6,NaN,0,2052.96,3124.56,0
9593-CVZKR,1,Male,60,NaN,No,No,No,0,United States,NaN,Mission Viejo,92691,"33.611945, -117.665867",33.611945,-117.665867,3,Q3,NaN,0,NaN,NaN,Yes,16.8,No,Yes,Cable,18,NaN,No,Yes,NaN,Yes,NaN,No,Yes,Month-to-Month,Yes,Bank Withdrawal,64.65,3735.45,0,0,991.2,4726.65,0
