Customer_ID,Count,Gender,Age,Under_30,Senior_Citizen,Married,Dependents,Number_of_Dependents,Country,State,City,Zip_Code,Lat_Long,Latitude,Longitude,Satisfication_Score,Quarter,Referred_a_Friend,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Churn_Category,,,,Churn_Category,Monthly_Charge
5149-TGWDZ,NaN,Female,53,No,No,No,No,0,NaN,California,Hume,93628,"36.807595, -118.901544",36.807595,-118.901544,1,NaN,NaN,NaN,1,Offer E,Yes,42.09,NaN,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.15,70.15,NaN,0,42.09,112.24,1,,,,1,70.15
4023-RTIQM,1,Female,21,Yes,No,No,No,0,NaN,California,Long Beach,90805,"33.864622, -118.179626",33.864622,-118.179626,4,Q3,No,0,67,Offer A,NaN,8.71,Yes,Yes,DSL,41,Yes,NaN,Yes,Yes,Yes,NaN,Yes,Yes,Two Year,Yes,Mailed Check,NaN,5714.2,NaN,0,583.57,6296.46,0,,,,0,NaN
4598-ZADCK,1,NaN,NaN,No,Yes,Yes,NaN,0,United States,California,NaN,93551,"34.613476, -118.256358",34.613476,-118.256358,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,1,NaN
1678-FYZOW,1,Male,78,No,Yes,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
2754-XBHTB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,West Sacramento,95605,"38.592745, -121.540036",38.592745,-121.540036,NaN,Q3,NaN,0,32,Offer C,Yes,33.45,Yes,Yes,NaN,5,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,NaN,74.75,2282.95,NaN,0,1070.4,3353.35,0,,,,0,74.75
0902-XKXPN,1,Male,24,Yes,No,Yes,Yes,1,United States,California,San Miguel,93451,"35.886767, -120.608661",35.886767,-120.608661,3,NaN,Yes,5,NaN,None,Yes,16.02,No,No,None,0,No,NaN,No,No,No,No,No,No,Two Year,Yes,Credit Card,20,879.8,0,0,656.82,1536.62,0,,,,0,20
4957-TIALW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Buellton,93427,"34.631362, -120.238218",NaN,-120.238218,2,Q3,No,0,14,None,Yes,36.97,Yes,Yes,NaN,27,NaN,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,NaN,Bank Withdrawal,100.55,1415.55,0,0,517.58,1933.13,2,,,,2,100.55
5756-OZRIO,1,Male,68,No,Yes,No,No,0,United States,California,Chualar,93925,"36.596271, -121.442274",36.596271,-121.442274,3,Q3,No,NaN,9,Offer E,NaN,12.18,Yes,Yes,Fiber Optic,6,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,85.05,746.5,0,30,109.62,886.12,3,,,,3,85.05
7813-TKCVO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,Q3,Yes,1,41,None,Yes,45.26,NaN,Yes,NaN,56,Yes,Yes,Yes,NaN,No,NaN,Yes,Yes,Month-to-Month,No,NaN,79.9,3326.2,0,0,1855.66,5181.86,4,,,,4,79.9
7114-AEOZE,1,Male,48,No,No,NaN,NaN,NaN,NaN,California,Wendel,96136,"40.345949, -120.081187",NaN,-120.081187,3,Q3,Yes,5,72,None,Yes,12.02,NaN,Yes,Cable,NaN,Yes,Yes,NaN,Yes,Yes,NaN,Yes,Yes,Two Year,Yes,Bank Withdrawal,87.1,NaN,0,0,865.44,7095.54,0,,,,0,87.1
2208-MPXIO,1,Male,64,No,No,No,No,0,United States,NaN,Hopland,95449,"38.93706, -123.118111",38.93706,-123.118111,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
4238-HFHSN,1,Female,62,No,No,Yes,No,0,United States,California,Monterey Park,91755,"34.049172, -118.115022",34.049172,-118.115022,4,Q3,Yes,NaN,61,Offer B,Yes,47.19,Yes,Yes,DSL,28,NaN,NaN,Yes,Yes,Yes,Yes,NaN,Yes,NaN,No,Mailed Check,88.1,5526.75,0,0,2878.59,8405.34,0,,,,0,88.1
1452-VOQCH,NaN,Male,NaN,No,No,No,No,0,United States,California,Fresno,NaN,"36.749403, -119.787574",36.749403,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
9397-TZSHA,1,Female,27,Yes,NaN,Yes,No,0,United States,California,Irvine,92606,"33.703976, -117.824172",33.703976,-117.824172,3,Q3,Yes,1,64,Offer B,Yes,40.28,Yes,Yes,DSL,52,NaN,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,NaN,3756.45,NaN,0,2577.92,6334.37,0,,,,0,NaN
0480-KYJVA,1,NaN,40,No,No,No,NaN,0,United States,California,Seeley,92273,NaN,32.790282,-115.689559,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,,,,5,NaN
1226-IENZN,1,Female,56,No,No,No,No,0,United States,California,Los Angeles,90056,NaN,33.987945,-118.370442,4,Q3,No,0,NaN,None,Yes,23.25,No,No,None,0,No,No,No,No,No,No,No,NaN,One Year,Yes,Credit Card,20.65,958.1,0,0,976.5,1934.6,0,,,,0,20.65
5842-POCOP,1,Male,34,No,No,NaN,No,0,United States,California,Adelanto,92301,"34.667815, -117.536183",34.667815,-117.536183,3,Q3,No,NaN,10,None,Yes,15.45,No,Yes,Cable,22,No,No,No,No,No,No,NaN,Yes,Month-to-Month,Yes,NaN,NaN,436.2,0,0,154.5,590.7,0,,,,0,NaN
3804-RVTGV,1,NaN,47,NaN,No,No,No,0,United States,NaN,Vista,92084,"33.22784, -117.200024",33.22784,-117.200024,3,Q3,No,0,NaN,None,No,0,No,Yes,DSL,14,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,44.95,996.85,25.84,40,0,1011.01,0,,,,0,44.95
6265-FRMTQ,1,Male,33,NaN,No,No,No,0,United States,California,Oakland,94610,"37.808731, -122.238708",NaN,-122.238708,4,Q3,No,0,4,None,No,0,No,Yes,DSL,13,No,No,No,Yes,NaN,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,NaN,NaN,0,0,0,162.45,0,,,,0,NaN
6904-JLBGY,NaN,Male,52,No,No,Yes,NaN,0,United States,California,Winters,95694,"38.578604, -122.024579",38.578604,-122.024579,4,Q3,Yes,8,NaN,Offer A,Yes,29.11,Yes,Yes,Fiber Optic,28,No,Yes,NaN,No,Yes,Yes,NaN,Yes,One Year,Yes,Bank Withdrawal,105.7,7472.15,0,0,2066.81,9538.96,0,,,,0,105.7
1016-DJTSV,1,Female,77,NaN,Yes,No,No,0,United States,California,Red Bluff,96080,"40.186772, -122.388361",40.186772,-122.388361,NaN,Q3,NaN,0,NaN,Offer C,Yes,41.85,Yes,Yes,Fiber Optic,2,Yes,Yes,NaN,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.75,NaN,0,0,1548.45,5605.2,4,,,,4,106.75
4840-ORQXB,1,Male,NaN,No,Yes,No,No,0,NaN,California,Salyer,95563,"40.89866, -123.539754",40.89866,-123.539754,5,Q3,No,0,26,NaN,Yes,25.04,NaN,Yes,NaN,9,No,No,No,NaN,Yes,Yes,Yes,Yes,Two Year,Yes,NaN,93.6,2404.1,0,0,651.04,3055.14,0,,,,0,93.6
7721-JXEAW,1,Female,NaN,NaN,No,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,Q3,No,0,1,None,Yes,34.04,NaN,Yes,DSL,23,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,52.2,52.2,0,0,34.04,86.24,1,,,,1,52.2
9408-HRXRK,1,Male,48,No,No,Yes,No,NaN,United States,California,NaN,96145,"39.178337, -120.162806",39.178337,-120.162806,3,Q3,Yes,3,14,NaN,Yes,22.14,NaN,Yes,DSL,11,No,No,No,Yes,Yes,No,NaN,Yes,Month-to-Month,Yes,Credit Card,66.6,979.5,0,0,309.96,1289.46,0,,,,0,66.6
2430-USGXP,NaN,Male,62,No,No,NaN,No,0,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542,1,Q3,No,0,1,NaN,Yes,38.66,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,NaN,69.1,69.1,0,0,NaN,NaN,1,,,,1,69.1
6655-LHBYW,1,Male,34,No,No,No,No,0,United States,NaN,NaN,91741,NaN,34.14649,-117.849815,3,Q3,No,0,26,None,Yes,24.16,Yes,Yes,Fiber Optic,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,NaN,Bank Withdrawal,80.5,2088.8,0,0,628.16,NaN,5,,,,5,80.5
0621-HJWXJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Coronado,92118,"32.68674, -117.186612",32.68674,NaN,4,Q3,Yes,2,NaN,None,NaN,43.01,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.2,6225.4,34.83,0,2494.58,8685.15,0,,,,0,105.2
4316-XCSLJ,1,Female,80,No,Yes,NaN,No,0,NaN,California,San Diego,92130,NaN,NaN,-117.202542,1,Q3,NaN,1,17,NaN,Yes,36.82,Yes,Yes,NaN,6,NaN,No,Yes,No,No,NaN,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,1463.45,0,NaN,625.94,2089.39,1,,,,1,85.35
5537-UXXVS,1,Male,NaN,No,Yes,No,No,0,United States,California,Glendale,91202,NaN,34.167926,-118.267539,3,Q3,No,0,2,None,Yes,15.19,Yes,Yes,NaN,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,72.6,NaN,NaN,0,30.38,184.68,0,,,,0,72.6
7310-EGVHZ,1,NaN,19,Yes,No,No,No,0,United States,California,Los Angeles,90023,"34.017697, -118.200577",34.017697,-118.200577,1,Q3,No,0,4,None,NaN,6.91,Yes,Yes,NaN,NaN,No,No,NaN,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,338.9,0,0,NaN,366.54,2,,,,2,85.65
1093-YSWCA,1,Female,27,Yes,No,No,No,0,NaN,NaN,Live Oak,95953,"39.258746, -121.77697",39.258746,-121.77697,3,Q3,No,0,NaN,None,NaN,24.81,No,Yes,Cable,NaN,No,Yes,NaN,Yes,Yes,No,No,No,Month-to-Month,No,Mailed Check,66.25,620.55,0,NaN,223.29,853.84,2,,,,2,66.25
7459-IMVYU,1,Male,42,No,NaN,Yes,NaN,3,United States,California,San Diego,NaN,"32.807867, -117.060993",32.807867,-117.060993,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
4432-ADRLB,1,Female,37,No,No,No,No,0,United States,California,Santa Monica,90401,"34.015481, -118.493231",34.015481,-118.493231,3,Q3,No,0,30,Offer C,Yes,10.74,No,Yes,DSL,13,Yes,No,No,No,No,No,NaN,Yes,Month-to-Month,Yes,NaN,NaN,1536.75,0,0,322.2,1858.95,0,,,,0,NaN
3055-MJDSB,1,Male,68,No,Yes,No,NaN,0,United States,NaN,Pacific Palisades,90272,NaN,NaN,NaN,1,Q3,No,0,19,Offer D,Yes,NaN,Yes,Yes,Fiber Optic,25,Yes,No,NaN,No,Yes,No,No,NaN,Month-to-Month,Yes,Bank Withdrawal,90.6,1660,0,0,534.28,2194.28,4,,,,4,90.6
8780-IHCRN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Planada,95365,"37.329725, -120.306399",37.329725,-120.306399,NaN,Q3,No,NaN,NaN,None,Yes,46.33,No,NaN,Fiber Optic,NaN,Yes,Yes,NaN,No,No,Yes,Yes,Yes,NaN,Yes,Credit Card,93.4,2979.3,0,0,1482.56,4461.86,0,,,,0,93.4
3374-LXDEV,NaN,Male,44,No,No,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,No,0,7,Offer E,Yes,47.19,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,NaN,Mailed Check,20.75,141.1,NaN,0,NaN,471.43,0,,,,0,20.75
5593-SUAOO,1,Male,22,Yes,NaN,No,No,0,United States,California,NaN,93268,"35.184837, -119.402525",35.184837,NaN,4,Q3,No,0,51,None,Yes,34.75,Yes,NaN,Cable,59,Yes,Yes,NaN,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,81.15,4126.2,NaN,0,1772.25,5898.45,0,,,,0,81.15
0178-CIIKR,1,Male,NaN,No,NaN,No,No,NaN,United States,California,Forest Knolls,94933,"38.010092, -122.689442",38.010092,-122.689442,4,NaN,No,0,59,NaN,Yes,47.17,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.2,1192.3,0,0,2783.03,3975.33,0,,,,0,20.2
6968-MHOMU,NaN,Female,31,No,No,Yes,No,NaN,United States,California,Los Angeles,90028,"34.099869, -118.326843",34.099869,-118.326843,3,Q3,Yes,1,10,None,Yes,32.07,Yes,Yes,NaN,22,No,Yes,Yes,NaN,Yes,NaN,Yes,Yes,Month-to-Month,Yes,Credit Card,102.1,1068.85,NaN,0,NaN,NaN,1,,,,1,102.1
6900-PXRMS,1,Female,55,No,NaN,No,No,0,United States,NaN,El Monte,91731,"34.079934, -118.046695",34.079934,-118.046695,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
2928-HLDBA,1,NaN,28,Yes,No,Yes,Yes,3,NaN,California,Cedar Glen,92321,"34.255203, -117.175654",34.255203,-117.175654,NaN,Q3,NaN,NaN,4,None,NaN,35.2,Yes,Yes,DSL,52,No,Yes,NaN,Yes,No,NaN,No,Yes,Month-to-Month,Yes,NaN,58.5,224.85,0,0,140.8,365.65,0,,,,0,58.5
2845-HSJCY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,Q3,Yes,5,26,None,Yes,37.6,NaN,Yes,Fiber Optic,10,NaN,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,NaN,2015.8,0,0,977.6,2993.4,0,,,,0,NaN
7880-XSOJX,1,NaN,60,No,No,NaN,No,0,United States,California,Bella Vista,96008,"40.722733, -122.109666",40.722733,-122.109666,3,Q3,No,0,3,None,Yes,1.47,No,No,None,0,No,No,No,No,No,No,No,No,NaN,No,Mailed Check,20.25,71.2,0,0,4.41,75.61,0,,,,0,20.25
7586-ZATGZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,Q3,Yes,NaN,15,None,Yes,18.6,Yes,Yes,Fiber Optic,13,No,No,Yes,Yes,Yes,Yes,Yes,NaN,Month-to-Month,Yes,Bank Withdrawal,103.45,1539.8,NaN,140,279,1958.8,0,,,,0,103.45
3941-XTSKM,1,Male,38,NaN,No,No,No,0,NaN,California,Laguna Hills,NaN,"33.606899, -117.717854",33.606899,-117.717854,4,Q3,No,NaN,NaN,Offer B,Yes,41.1,Yes,Yes,NaN,NaN,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.8,3249.4,0,0,1890.6,5140,0,,,,0,72.8
7173-TETGO,1,NaN,NaN,No,No,No,NaN,NaN,United States,NaN,Encino,91436,"34.152875, -118.486056",34.152875,-118.486056,3,Q3,No,0,10,None,Yes,2.84,No,No,None,0,No,NaN,No,No,No,No,No,No,One Year,Yes,NaN,NaN,198.25,0,0,NaN,226.65,0,,,,0,NaN
2172-EJXVF,1,Male,19,Yes,No,Yes,No,NaN,United States,California,Mission Viejo,92691,"33.611945, -117.665867",33.611945,-117.665867,4,Q3,Yes,3,71,None,Yes,2.43,No,Yes,Cable,58,Yes,NaN,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,70.85,4973.4,0,0,172.53,5145.93,0,,,,0,70.85
3765-JXVKY,1,Male,22,Yes,No,Yes,Yes,2,United States,California,Sun City,92585,"33.739412, -117.173334",33.739412,-117.173334,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
1904-WAJAA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Waterford,95386,"37.669516, -120.626964",37.669516,NaN,3,Q3,No,0,1,None,Yes,13.84,No,Yes,NaN,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.05,45.05,0,70,13.84,128.89,2,,,,2,45.05
0670-KDOMA,1,Male,34,No,No,NaN,No,NaN,United States,California,Mokelumne Hill,95245,"38.304194, -120.592431",NaN,-120.592431,3,Q3,No,0,50,None,Yes,15.37,NaN,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,No,No,NaN,Yes,One Year,Yes,Credit Card,NaN,4549.45,NaN,0,768.5,5317.95,0,,,,0,NaN
0754-UKWQP,1,Female,26,NaN,No,Yes,NaN,NaN,United States,California,Santa Cruz,95065,"37.031404, -121.981865",37.031404,-121.981865,NaN,Q3,NaN,8,72,Offer A,Yes,NaN,Yes,Yes,Cable,73,Yes,NaN,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,71.45,5025.85,0,0,2807.28,7833.13,0,,,,0,71.45
3170-NMYVV,1,Male,44,No,No,No,No,0,United States,California,Pasadena,91107,NaN,34.159007,-118.087353,1,Q3,No,0,61,None,Yes,NaN,Yes,Yes,Fiber Optic,NaN,Yes,No,Yes,NaN,NaN,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.6,6876.05,NaN,0,477.02,7353.07,1,,,,1,111.6
1009-IRMNA,1,Male,40,No,No,No,No,0,United States,California,Laguna Beach,92651,"33.570023, -117.773669",33.570023,-117.773669,3,Q3,No,0,NaN,Offer E,Yes,13.85,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.65,19.65,0,0,13.85,NaN,0,,,,0,19.65
8060-HIWJJ,NaN,NaN,29,Yes,No,Yes,No,0,United States,California,Castro Valley,NaN,"37.722727, -122.02157",37.722727,-122.02157,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
0786-IVLAW,NaN,Male,54,No,No,Yes,No,0,United States,California,Acampo,95220,"38.200231, -121.235034",38.200231,-121.235034,1,Q3,Yes,4,13,Offer D,Yes,45.6,No,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,Yes,Yes,NaN,Yes,Mailed Check,96.65,NaN,0,0,592.8,1755.65,1,,,,1,96.65
6308-CQRBU,1,NaN,66,No,Yes,Yes,No,NaN,United States,NaN,Moss Landing,95039,"36.863303, -121.781632",36.863303,-121.781632,1,Q3,No,0,1,NaN,Yes,38.78,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,Yes,NaN,Yes,Bank Withdrawal,86.05,86.05,0,0,38.78,124.83,1,,,,1,86.05
3916-NRPAP,1,Male,25,NaN,No,No,No,0,NaN,California,Tulelake,NaN,"41.813521, -121.492666",41.813521,-121.492666,NaN,Q3,No,0,NaN,None,Yes,5.49,Yes,Yes,DSL,69,NaN,NaN,Yes,NaN,Yes,NaN,No,No,One Year,No,Bank Withdrawal,81.25,5567.55,0,40,351.36,5958.91,0,,,,0,81.25
5630-IXDXV,1,Male,41,No,NaN,Yes,No,0,United States,NaN,Lakeshore,NaN,"37.290606, -119.216328",37.290606,NaN,3,Q3,Yes,NaN,NaN,Offer A,Yes,24.93,No,Yes,DSL,15,Yes,Yes,No,Yes,No,NaN,Yes,Yes,Two Year,No,Credit Card,67.95,4664.15,0,0,1745.1,6409.25,0,,,,0,67.95
9239-GZHZE,NaN,Female,NaN,NaN,No,NaN,NaN,0,United States,California,Adin,96006,"41.171578, -120.913161",41.171578,-120.913161,5,Q3,No,0,46,Offer B,Yes,32.78,No,No,None,0,NaN,No,No,No,No,No,No,NaN,Two Year,Yes,Bank Withdrawal,21.1,937.1,NaN,0,1507.88,2444.98,0,,,,0,21.1
7905-TVXTA,1,Female,49,No,No,Yes,No,0,United States,NaN,Cloverdale,95425,"38.801936, -122.938935",38.801936,-122.938935,3,Q3,Yes,7,21,Offer D,Yes,14.51,No,Yes,Fiber Optic,20,No,No,Yes,Yes,No,No,No,Yes,One Year,NaN,Bank Withdrawal,79.2,NaN,0,0,304.71,2047.16,0,,,,0,79.2
9143-CANJF,1,Female,45,NaN,No,No,No,0,United States,California,Burbank,91502,NaN,34.177267,-118.31003,NaN,Q3,No,0,11,NaN,Yes,48.64,Yes,Yes,Fiber Optic,28,No,No,Yes,No,NaN,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.75,1129.75,0,0,NaN,NaN,4,,,,4,100.75
7167-PCEYD,1,Male,53,No,No,NaN,No,NaN,United States,NaN,Antioch,NaN,"37.980057, -121.801599",37.980057,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
7442-YGZFK,1,Male,64,NaN,No,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,,,,4,NaN
8414-OOEEL,1,Female,NaN,No,No,No,No,0,United States,California,Garberville,95542,"40.057784, -123.679461",40.057784,-123.679461,NaN,Q3,No,NaN,6,None,Yes,39.16,No,Yes,NaN,8,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.45,314.6,0,0,234.96,549.56,0,,,,0,49.45
9581-GVBXT,1,Male,57,No,NaN,Yes,Yes,3,United States,NaN,Grenada,96038,"41.599978, -122.539381",41.599978,-122.539381,5,Q3,Yes,1,55,Offer B,Yes,40.94,No,NaN,None,0,No,No,No,No,NaN,No,No,No,Two Year,No,Credit Card,20.5,1177.95,NaN,0,2251.7,3423.82,0,,,,0,20.5
0963-ZBDRN,1,Male,36,NaN,No,Yes,Yes,2,United States,California,Yountville,94599,"38.421458, -122.365048",NaN,-122.365048,3,Q3,Yes,8,36,None,Yes,47.45,No,Yes,NaN,14,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,63.7,2188.5,NaN,0,1708.2,3896.7,0,,,,0,63.7
6718-BDGHG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,San Diego,92122,"32.85723, -117.209756",32.85723,-117.209774,3,Q3,No,0,4,Offer E,Yes,31.61,Yes,Yes,NaN,2,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,396.1,0,0,126.44,522.54,1,,,,1,95.45
9708-KFDBY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Long Beach,90806,"33.802664, -118.179971",33.802664,NaN,3,Q3,Yes,1,72,NaN,Yes,NaN,Yes,Yes,Cable,NaN,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,64.45,4720,0,0,NaN,7072.24,0,,,,0,64.45
1746-TGTWV,1,Male,78,No,Yes,No,No,0,United States,California,Los Angeles,90022,"34.02381, -118.156582",34.02381,-118.156582,NaN,Q3,No,0,1,None,No,0,No,Yes,DSL,8,No,No,NaN,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,39.65,NaN,0,20,0,59.65,1,,,,1,39.65
3407-QGWLG,1,Male,NaN,NaN,No,Yes,Yes,1,United States,California,Rocklin,95677,"38.7904, -121.236973",38.7904,-121.236973,4,NaN,Yes,3,50,None,Yes,NaN,Yes,Yes,Fiber Optic,19,NaN,Yes,Yes,NaN,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.25,5431.4,0,0,2079,7510.4,0,,,,0,108.25
1060-ENTOF,NaN,NaN,51,No,No,No,No,0,United States,California,Davenport,95017,"37.114335, -122.237162",NaN,NaN,3,Q3,No,0,2,Offer E,Yes,17.33,No,NaN,NaN,14,No,No,NaN,No,No,Yes,Yes,NaN,Month-to-Month,Yes,Bank Withdrawal,80.95,171.15,0,0,34.66,205.81,1,,,,1,80.95
8896-RAZCR,1,Male,63,No,No,No,No,0,United States,California,Moss Beach,94038,"37.515556, -122.502311",37.515556,-122.502311,NaN,Q3,NaN,NaN,23,NaN,Yes,NaN,NaN,No,None,0,No,NaN,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.15,405.6,0,NaN,606.51,1012.11,0,,,,0,20.15
3340-QBBFM,NaN,Female,60,No,NaN,No,No,0,United States,California,Crows Landing,95313,"37.435664, -121.049056",37.435664,-121.049056,NaN,Q3,No,0,3,NaN,Yes,2.69,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95,58,NaN,0,8.07,66.07,0,,,,0,19.95
4250-FDVOU,1,Female,53,No,No,No,No,0,United States,California,Fontana,92335,"34.087558, -117.464096",34.087558,-117.464096,5,Q3,No,0,64,NaN,Yes,4.03,Yes,No,None,0,No,No,No,No,No,No,No,NaN,One Year,No,Mailed Check,24.7,1642.75,NaN,0,257.92,1900.67,0,,,,0,24.7
6867-ACCZI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,NaN,Union City,94587,"37.59485, -122.051521",37.59485,-122.051521,NaN,Q3,No,0,1,Offer E,NaN,33.32,No,Yes,DSL,NaN,NaN,NaN,No,No,No,Yes,NaN,NaN,Month-to-Month,No,Mailed Check,55.55,55.55,0,30,33.32,118.87,0,,,,0,55.55
