Age,Married,Gender,Number_of_Dependents(mean/93460.99382 as:0.458579),Zip_Code,Total_Revenue,Satisfication_Score,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Churn_Category
46.78522868,0,2,0,94601,3135.67,3,0,24,0,0.905519177,28.98,1,1,1,30,0,1,0.333333333,0,1,1,1,1,30,1,1,101.25,2440.15,2.040018645,6.506550218,695.52,3
46.78522868,0.466172382,1.507892293,0.458721291,96033,5738.2,3.260452152,0,55,2,1,22.34,0,1,1,4,0,1,1,0,0,0,0,1,30,1,1.505276226,81.55,4509.5,0,0,751.9429664,0
40,1,2,0.458721291,90242,4445.86,5,4,62,2,1,48.73,1,0,1.370243294,0,0,0,0,0,0,0,0,0,292.0086393,1,1,24.25,1424.6,0,0,3021.26,0
57,0,1,0,95240,3025.38111,3,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,3
45,0,2,0,93460.99382,3025.38111,3,0,20,0,0,23.00672558,0,1,3,20,1,1,1,1,0.377661216,0,0,1,30,1,2,64.19761171,1165.55,0,0,0,0
46.78522868,1,1.507892293,3,90250,4518.74,4,4,72,1,1,36.82,1,0,1.370243294,0,0,0,0,0,0.377661216,0,0,0,730,0,2,25.55,1867.7,0,0,751.9429664,0
48,0,1.507892293,0,95255,3025.38111,3,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
31,0,1,3,96120,223.75,3,0,4,5,0,0,0,1,2,52,1,1,1,0,1,1,1,1,30,1,2,57.2,2259.597129,0,0,0,0
50,0,1,0,92083,897.74,4,0,12,0,1,31.22,0,0.774630542,3,12,0,0,0,0,0,0,0,1,30,1,1,45.05,523.1,0,0,374.64,0
40,0,1,0,95765,5174.36,3,0,72,0,1,12.63,1,1,1.370243294,23,1,1,0,0,0,0,0,1,730,0,1,59.75,4265,0,6.506550218,909.36,0
59,0,1,0,95634,349.36,5,0,8,5,1,26.47,0,0,0,0,0,0.334686232,0,0,0,0,0,0,30,1,3,20.7,137.6,2.040018645,0,211.76,0
60,1,2,2,93460.99382,2406.97,3.260452152,1.840825123,29,0,0.905519177,23.00672558,1,1,3,27,0,1,1,0,1,1,0.346009975,1,292.0086393,0,2,80.1,2211.8,0,6.506550218,751.9429664,0
62,0,1.507892293,0,93460.99382,169.47,4,0,3,0,0.905519177,15.59,0,1,2,27,0,0,0,0,0,0,0,1,30,0.578473945,1,44.6,122.7,0,0,46.77,0
27,0.466172382,2,0,90016,2946.05,3,1.840825123,25,0,1,10.4,0,1,1,20.32366698,1,0,1,1,1,1,1,1,30,1,1,64.19761171,2686.05,0,6.506550218,260,0
33,0,1,0,93954,1401.9,5,0,12,4,1,18.75,1,0.774630542,1.370243294,20.32366698,0,0.334686232,0,0,0,1,1,0,30,1,1,86.55,1066.9,0,110,225,0
46.78522868,1,1,2,93453,3025.38111,4,1,43,2,1,14.64,0,1,1.370243294,19,0,0.334686232,0,0,0,0.379523662,0,1,292.0086393,0,3,50.2,2169.4,0,0,629.52,0
19,1,1,0.458721291,92887,4026.33,4,6,49,0,1,28.42,1,1,3,41,0,0,0,0.284119107,0,0.379523662,1,0,30,0.578473945,2,52.15,2583.75,0,50,1392.58,0
24,0,1,0,95070,3025.38111,3,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
28,0,2,1,93460.99382,7982.45,3,0,60,1.390003085,1,49.96,0.417030568,1,3,85,0.284034653,0,1,1,1,1,1,1,292.0086393,1,1,84.95,2259.597129,0,0,2997.6,0
32,1,2,0,92592,7421.99,3,2,72,1,1,11.57,1,1,1,18,0,1,0,0,1,0,0,0.666460778,292.0086393,1,1.505276226,89.7,6588.95,0,0,833.04,0
51,1,1,0,91007,4663.77,4,6,72,1,1,43.91,0,0,0,0,0,0,0,0,0,0,0,0,730,0,2,20.5,1502.25,0,0,3161.52,0
28,0,1.507892293,0,93305,346.1,4,0,8,5,1,22.15,0,0,0,0,0,0,0,0,0,0,0,0.666460778,30,1,1,19.7,168.9,0,6.506550218,751.9429664,0
46.78522868,0.466172382,1.507892293,0.458721291,93444,11311.06,3.260452152,1,32.40104487,0,0.905519177,46.23,1,1,1,18,0,0.334686232,1,1,1,1,1,1,730,1,1.505276226,110.45,7982.5,0,0,3328.56,0
46.78522868,0.466172382,1.507892293,0.458721291,94611,717.39,2,1,7,1.390003085,1,19.23,0,1,1.370243294,52,0,1,0,0.284119107,1,0,0,1,292.0086393,1,1.505276226,64.19761171,608.8,2.040018645,0,134.61,2
76,0,1,0,92316,6287.56,3,1.840825123,49,0,1,24.84,1,1,1,14,1,0,0,0,1,1,1,1,365,0,2,101.55,5070.4,0,0,1217.16,0
25,1,2,2,96015,812.4,5,2,32.40104487,0,0,0,0,1,3,20.32366698,0,1,1,0,1,0.379523662,0,1,365,0,2,46.4,812.4,0,0,0,0
50,0,2,0,96009,2155.1,5,0,41,0,0.905519177,0,0,1,2,8,0.284034653,0,0.333333333,0,1,0.379523662,1,0,292.0086393,1,1,51.35,2259.597129,0,80,0,0
35,1,1,1,94598,3025.38111,3.260452152,6,32.40104487,0,1,35.29,0,1,3,20.32366698,1,0,1,1,0,0.379523662,0,1,30,0,1,61.75,3024.15,0,0,1729.21,0
46.78522868,0.466172382,1.507892293,0.458721291,95110,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
77,1,2,0.458721291,90640,3860.9,5,0,72,1.390003085,1,28.99,1,0,0,0,0,0,0,0,0,0.379523662,0,0,730,1,1,25,1802.55,28.93,0,751.9429664,0
20,0,1,0,92126,73.62,3.260452152,0,1,0,1,22.82,0.417030568,1,2,20.32366698,0,0,0,1,0,0,0,1,292.0086393,1,1,64.19761171,50.8,0,0,22.82,1
70,0.466172382,1.507892293,0,93021,153.3,1,0,1,0,1,43.45,0,1,1,30,0,0,0,0,0.377661216,0,0,0,30,1,1,69.85,69.85,0,40,43.45,2
63,0.466172382,1,0,93460.99382,359.5,3.260452152,0,32.40104487,4,1,3.84,0.417030568,0,1.370243294,0,0,0,0.333333333,0,0,0,0.346009975,0,292.0086393,0,2,20.05,337.9,43.68,0,65.28,0
43,1,1,3,93460.99382,1273.83,3,8,14,4,1,9.77,1,1,3,21,0,0.334686232,0.333333333,1,0.377661216,1,1,1,30,0,2,80.45,2259.597129,0,0,136.78,0
73,0,1.507892293,0,93449,680.06,2,0,6,1.390003085,1,29.41,0,1,1,30,0.284034653,0,0,0,1,0,0,1,30,1,1,85.15,503.6,0,0,176.46,3
19,0,2,0,93460.99382,3289.81,4,0,62,0,1,33.68,0,0,0,0,0.284034653,0,0,0,0.377661216,0,0,0,730,1,2,20.05,1201.65,0,0,2088.16,0
27,0.466172382,1,3,93460.99382,84.77,3.260452152,0,1,1.390003085,0.905519177,40.42,0,0.774630542,2,59,0,0,0,0,0,0,0,1,292.0086393,1,1,44.35,44.35,0,0,40.42,3
59,0,1,0,90275,2629.3,3,0,30,3,1,6.74,1,1,1.370243294,18,1,0,1,0,1,1,1,1,365,1,2,64.19761171,2427.1,0,0,202.2,0
49,0,1,0.458721291,93402,92.12,3.260452152,0,1,5,1,46.17,0,0.774630542,2,19,0,0,0.333333333,0,0,0,0.346009975,1,30,0,3,45.95,45.95,0,6.506550218,46.17,1
63,0,2,0,90211,682.29,5,0,32.40104487,0,1,30.53,0,1,3,20.32366698,0,0,0,0,0,1,1,0.666460778,30,1,2,54.75,438.05,0,0,244.24,0
65,1,2,0,91321,5796.31,3.260452152,8,41,2,1,23.00672558,0,1,1,2,0,0.334686232,0,0.284119107,0.377661216,1,1,0,30,1,1,94.55,3851.45,0,6.506550218,1904.86,0
46.78522868,0,1,0,95666,10629.11,3.260452152,0,68,0,1,48.82,0.417030568,1,1,17,1,1,0,1,1,1,1,0,730,0,2,64.19761171,7279.35,2.040018645,30,3319.76,0
23,0.466172382,1,3,95005,400.5,4,4,10,5,1,20.05,0,0,0,0,0,0,0,0,0,0,0.346009975,0,730,0,2,20,2259.597129,0,0,200.5,0
67,0,2,0,92399,3833.65,3.260452152,0,32,3,1,25.45,1,1,1,20.32366698,0,0,0,0,1,1,0,0.666460778,30,1,2,64.19761171,3019.25,0,6.506550218,814.4,4
30,0,1,0,92233,9105.93,4,0,69,1,1,23.92,1,1,1.370243294,42,0,1,1,1,1,0.379523662,1,1,730,1,1,110.5,7455.45,0,0,1650.48,0
52,0,1,0,90059,2369.7,3.260452152,0,54,0,0,0,0,1,3,21,1,0.334686232,0,1,0.377661216,1,1,1,365,0,1,44.1,2369.7,0,0,0,0
33,0,2,0,92630,3025.38111,3,0,32.40104487,4,0.905519177,5.92,1,0.774630542,1,11,0.284034653,0,0,0,0.377661216,0,0,1,30,1,1,86.05,834.1,2.040018645,0,59.2,5
46.78522868,1,1,0.458721291,93460.99382,5092.19,4,1,43,0,1,23.00672558,0,1,3,20.32366698,1,0,1,1,0.377661216,1,1,0.666460778,730,1,1,64.19761171,3460.3,24.9,0,1656.79,0
76,0,1,0,95946,460.43,4,0,4,0,1,35.67,0,1,1,8,0.284034653,1,0,0,0,0,0,0.666460778,730,0,1,72.75,317.75,0,0,142.68,0
36,0,2,3,93460.99382,3025.38111,3,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
25,1,1,3,95923,3025.38111,3.260452152,1,17,1.390003085,0.905519177,20.23,0,1,3,69,1,0.334686232,0.333333333,1,0,0,0,1,30,1,2,64.19761171,920.5,0,0,343.91,0
32,0,2,3,95134,3025.38111,4,0,32.40104487,0,0,0,0.417030568,1,2,58,0,0.334686232,0,0,1,0,0.346009975,0.666460778,365,1,1,39.95,2259.597129,0,0,0,0
46.78522868,0,1,0,96108,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
60,0,2,0,93460.99382,328.36,1,0,4,0,1,23.00672558,1,1,1.370243294,10,0,0,0,0,0,0,0,1,30,0,2,50.4,206.6,0,0,121.76,1
62,0,2,0.458721291,93460.99382,3261.54,3.260452152,0,26,0,1,37.69,1,1,1,30,0.284034653,0,0.333333333,1,0,0,0,1,30,1,2,64.19761171,2281.6,2.040018645,0,751.9429664,0
31,0,2,0,93460.99382,159.54,3.260452152,1.840825123,4,0,1,20.16,0,0,0,0,0.284034653,0,0,0,0,0,0,0,30,0,3,19,78.9,0,0,80.64,0
19,0.466172382,2,1,95140,8293.14,4,0,71,0,0.905519177,31.89,1,1,1,30,1,1,0,0,0.377661216,0,0,1,365,0.578473945,2,85.45,6028.95,0,0,2264.19,0
58,0,2,0,93452,547.7,3,0,5,0,1,32.81,0,1,1,16,0,1,0,0,0,0,0.346009975,1,30,1,1,74.65,383.65,2.040018645,0,164.05,0
32,0,1.507892293,0,93460.99382,4716.78,4,1.840825123,68,0,1,23.00672558,0,0,0,0,0,0.334686232,0,0,0,0,0,0,730,0,2,20.5,1424.9,2.040018645,0,3291.88,0
20,0,2,0.458721291,95627,1005.54,3,0,32.40104487,4,1,26.63,0,1,3,27,0,0,0,0,0.377661216,0,1,1,30,0,2,44,659.35,2.040018645,0,346.19,0
68,1,2,0,95017,1062,1,1,27,3,0,0,0,1,3,20.32366698,0,0,0,0,0.377661216,1,0,0,30,0,1,64.19761171,2259.597129,0,30,0,2
26,1,2,0,95746,541.07,5,5,8,5,0.905519177,48.39,0,0,0,0,0,0.334686232,0,0.284119107,0,0,0,0,365,0,2,64.19761171,153.95,0,0,751.9429664,0
44,1,1,3,94111,789.97,4,5,13,0,1,35.19,1,0,0,0,0,0,0,0,0,0,0,0,730,1,1,25,332.5,0,0,751.9429664,0
62,0,1.507892293,0,95215,300.8,4,0,3,0,0.905519177,20.1,1,1,3,29,0,0,0,0.284119107,1,0,0,0,30,1,1,60.25,170.5,0,70,60.3,0
65,0,1,0,93460.99382,3010.85,4,0,35,0,0.905519177,23.00672558,0,1,1,30,0,0,0,0,0,0,0,1,30,0,1,70.55,2419,0,0,591.85,0
58,0,2,3,96017,3025.38111,5,0,40,2,1,26.41,0,0,0,0,0,0,0,0,0,0,0,0,365,0.578473945,1,20.4,854.9,32.55,0,1056.4,0
72,1,2,0,93651,2868.67,3,2,34,0,1,12.98,0,1,1,8,0,0,0,0,0,0,0,1,730,0,2,71.55,2427.35,0,0,441.32,0
30,0,1,0,92571,1413.96,4,0,32.40104487,0,1,7.41,0,1,3,51,1,0,1,1,0,0,0,1,365,1,1,60.25,1258.35,0,0,155.61,0
73,0,1,0,90712,4706.18,2,0,46,0,1,6.13,0,1,1,30,0,1,0,0,1,1,0,1,365,0,1.505276226,64.19761171,2259.597129,0,0,281.98,1
49,0.466172382,2,0,93207,777.44,2,9,7,1.390003085,1,35.42,0,1,1,3,0,0,0,0,0.377661216,0,0,1,30,0.578473945,1,69.95,2259.597129,0,0,247.94,2
43,1,1,1,93460.99382,3025.38111,3,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
29,1,1,2,95320,3623.95,3,2,67,0,0,0,0,1,2,51,1,1,1,1,1,0.379523662,0,1,730,0.578473945,2,54.2,3623.95,0,0,0,0
40,0,2,0,93460.99382,3025.38111,3,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
61,0.466172382,2,0.458721291,93602,463.6,4,0,9,0,0,0,0.417030568,1,1.370243294,14,1,0,1,1,0,0.379523662,1,1,365,0,1.505276226,50.8,463.6,0,0,0,0
48,1,2,0,92392,3025.38111,3.260452152,10,32.40104487,2,0,0,0,1,2,8,1,0,1,1,0.377661216,0,0,1,730,0,2,48.15,2032.3,0,0,0,0
46.78522868,0.466172382,1,0.458721291,91307,2613.51,4,0,32.40104487,0,1,24.03,0,0,1.370243294,0,0,0,0,0,0,0,0,0,730,1,2,19.2,1123.65,0,0,1489.86,0
61,1,1,1,90210,3152.85,4,1.840825123,46,0,1,47.5,0,0,0,20.32366698,0,0.334686232,0,0,0,0,0.346009975,0.666460778,730,0,2,19.4,967.85,2.040018645,6.506550218,2185,0
43,0,2,0.458721291,93460.99382,314.31,4,0,32.40104487,0,1,28.97,0,0.774630542,1,16,0,0,0,0,0,0,0,0,292.0086393,0.578473945,2,69.6,2259.597129,0,20,86.91,0
46,0,1.507892293,0,91711,66.76,3.260452152,0,2,5,0.905519177,17.03,0,0,1.370243294,0,0,0,0,0,0,0,0,0,30,0,2,64.19761171,32.7,0,0,34.06,0
57,1,1,2,93460.99382,1445.57,3.260452152,1.840825123,62,0,1,2.41,0,0,0,0,0.284034653,0.334686232,0,0,0,0,0,0,730,0,1,20.3,1296.15,0,0,149.42,0
20,0,2,0.458721291,95203,140.67,3,1.840825123,4,5,0.905519177,18.28,0.417030568,0,0,0,0.284034653,0,0,0.284119107,0,0,0,0,30,1,2,19.65,67.55,0,0,73.12,0
56,1,1,2,93460.99382,2354.52,3,6,32.40104487,3,1,12.94,0.417030568,0.774630542,1,24,0,0.334686232,0.333333333,0,0.377661216,0,0.346009975,1,365,1,1,70.4,1992.2,0,0,362.32,0
64,0,1,0.458721291,95944,1478.85,3.260452152,0,32.40104487,3,0,0,0,1,2,6,0,0,1,0,0,1,1,1,30,1,1.505276226,40.2,1478.85,2.040018645,0,751.9429664,0
37,0,2,0,93111,468.35,4,0,32.40104487,4,0,0,0,1,3,6,0,0,0,0,0,0.379523662,0,1,30,1,1,25.15,468.35,0,0,0,0
46.78522868,0.466172382,1.507892293,0.458721291,92118,2675.61,3.260452152,0,24,1.390003085,1,46.54,1,1,1.370243294,85,1,1,1,0,0,0,0,1,730,0,1.505276226,64.35,1558.65,2.040018645,6.506550218,1116.96,0
25,0,2,1,95345,3025.38111,3.260452152,0,17,0,1,45.92,0.417030568,1,3,73,0,1,1,1,1,1,1,0,292.0086393,0,1,80.85,1445.95,0,50,780.64,0
30,0,1,0,95355,86.68,2,0,1,5,0.905519177,41.78,0,1,3,20.32366698,0,0,0,0,0.377661216,0,0,1,30,1,1,44.9,44.9,0,0,41.78,2
39,1,2,0,96092,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,2
79,0.466172382,1,0,92078,1185.05,2,0,13,0,1,4.45,1,1,1,25,0,0.334686232,0.333333333,0,0,1,0,1,30,1,1,82,1127.2,0,0,57.85,3
39,1,2,0,93460.99382,3025.38111,3,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
27,0,1,0,94131,561.53,4,0,13,4,1,22.01,0,0,0,0,0,0,0,0,0,0,0,0,30,1,2,20.3,275.4,0,0,286.13,0
25,1,1,1,92057,3025.38111,4,1,61,2,0,0,0.417030568,1,3,59,1,0.334686232,0,1,0,1,1,0,365,1,1,50.7,3088.75,2.040018645,20,0,0
34,1,2,0,95127,2545.46,3,1.840825123,19,4,1,28.04,1,1,1,22,0,0,1,0.284119107,1,1,1,1,30,0,1,103.3,2259.597129,0,0,751.9429664,4
57,1,1,2,93901,9361.38,3,1.840825123,72,0,1,12.29,0.417030568,1,1.370243294,20.32366698,1,1,1,1,1,0.379523662,1,1,730,1,1,115.8,8476.5,0,6.506550218,884.88,0
70,1,1,0.458721291,95451,7722.78,3,8,62,2,0.905519177,22.74,1,1,1,18,1,0,1,0,1,1,1,1,365,1,1,104.85,6312.9,0,0,1409.88,0
53,0,1.507892293,0,94010,821.81,3.260452152,0,9,5,1,1.34,0,1,1,9,0,0,0,0,1,1,1,1,30,1,1,90.8,809.75,2.040018645,0,12.06,3
64,0,2,2,95627,1113.95,3,0,33,0,0,0,0.417030568,1,2,12,1,0,0,0.284119107,0,0,0,1,365,0,2,34.05,1113.95,0,0,0,0
37,0,2,0,91307,2642.25,5,0,69,0,0,23.00672558,0,1,3,20.32366698,0.284034653,1,1,0,0,0,0,0,365,1,1,35.75,2492.25,0,150,0,0
29,0.466172382,1,0,92117,4668.59,1,1.840825123,47,0,1,2.87,1,1,1.370243294,51,1,1,1,0.284119107,1,0.379523662,1,1,30,1,1,98.75,2259.597129,0,0,134.89,1
56,0,2,0,93460.99382,2317.95,3.260452152,0,32.40104487,4,1,23.00672558,1,1,1,10,0,1,0,0,0,0,0.346009975,0,30,1,2,78.85,1600.25,0,50,667.7,0
30,0,2,0,95432,66.77,2,1.840825123,1,1.390003085,1,46.77,0,0,0,0,0,0.334686232,0,0,0,0.379523662,0,0,292.0086393,0,3,20,20,0,0,46.77,3
66,0,2,0,95820,1036.38,5,0,9,5,1,39.77,0.417030568,1,1,25,0,0.334686232,0.333333333,0,0,0,0,1,730,1,1,74.05,678.45,0,0,357.93,0
36,1,1,0,91325,78.75,2,1,2,1.390003085,0,0,0,1,3,12,0,0,0,0,0.377661216,1,0.346009975,0,30,1,1,35.1,68.75,2.040018645,10,0,3
47,1,1,1,90602,4715.85,5,9,49,2,1,16.6,1,1,3,14,0,1,0,1,1,1,1,1,730,0,1,79.3,3902.45,0,0,813.4,0
46.78522868,0.466172382,1.507892293,0.458721291,93460.99382,38.45,4,0,2,5,0.905519177,23.00672558,0.417030568,1,3,59,0,0,0,0,0,0,0,1,30,0,1.505276226,64.19761171,38.45,0,6.506550218,0,0
46.78522868,0.466172382,1.507892293,0.458721291,94547,198.7,4,0,2,0,1,5.3,1,1,1,11,1,0,0.333333333,0,0,0.379523662,0,1,30,0.578473945,2,80.55,188.1,0,0,10.6,0
36,1,1.507892293,3,93460.99382,1467.2,5,1,55,2,1,23.00672558,1,0,0,0,0,0,0,0,0,0,0.346009975,0,730,1,1.505276226,25.65,1388,0,0,79.2,0
32,0.466172382,2,1,95313,1935.38,4,1,18,4,1,24.16,0,1,1,20.32366698,1,0,1,0,1,0,0,1,30,1,3,64.19761171,1500.5,0,0,434.88,0
50,1,1,0,95536,3025.38111,2,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,2
46.78522868,0,1,0,90810,502.39,2,0,32.40104487,5,1,23.00672558,0,0,1.370243294,0,0,0,0.333333333,0,0,0,0,0,30,0,3,20.05,164.85,0,0,337.54,5
46.78522868,0.466172382,1.507892293,0.458721291,90015,3025.38111,4,9,46,1.390003085,1,12.68,0,0,0,0,0.284034653,0,0,0,0,0.379523662,0,0,730,0,2,19.4,958.15,0,0,583.28,0
52,1,1,0,96097,9538.68,3,6,72,1.390003085,1,42.64,1,1,3,15,0.284034653,1,1,1,1,1,1,1,730,1,1,90.95,6468.6,0,0,3070.08,0
46.78522868,1,1,0,94087,7801.55,3,7,71,1,1,19.9,1,1,3,27,1,1,1,1,1,1,1,0.666460778,730,0,2,89.3,6388.65,0,0,1412.9,0
29,1,1,0,91207,24.8,3.260452152,4,1,1.390003085,0,0,0,1,3,29,0,0,0,0,0,0,1,1,30,1,1,24.8,24.8,0,0,0,2
64,0,1,0,93460.99382,3177.25,3,0,66,1,0,0,0,1,1.370243294,29,1,1,1,0.284119107,0,0.379523662,0.346009975,0,730,1,3,47.4,3177.25,0,0,0,0
46.78522868,0.466172382,1.507892293,0.458721291,93460.99382,3025.38111,4,0,25,3,1,17.3,0,1,1,26,1,0,0,0,0,0,0,1,30,0.578473945,1.505276226,74.3,1952.25,2.040018645,6.506550218,751.9429664,0
60,0,1,0,90059,3025.38111,3.260452152,0,15,4,1,40.66,1,1,3,8,0.284034653,0,0,0,0,0,0,1,30,1,3,55.7,2259.597129,0,0,609.9,4
46.78522868,0.466172382,1.507892293,0.458721291,91360,2549.61,3.260452152,1.840825123,32,0,1,2.08,0,1,1,20.32366698,0,0,0.333333333,0,0,1,1,1,30,0.578473945,2,80.3,2483.05,0,0,66.56,2
20,0,1,0,93601,117.46,1,0,32.40104487,0,1,29.41,0,1,1,20.32366698,0,0,0,0,1,0,0.346009975,0,30,0,1,78.05,78.05,2.040018645,6.506550218,751.9429664,1
35,1,2,3,95655,774.6,4,1.840825123,32.40104487,1.390003085,1,40.2,0,0,0,0,0,0,0,0,0,0.379523662,0,0,30,1,1.505276226,19.85,2259.597129,2.040018645,6.506550218,522.6,0
38,0,2,0,93618,65.69,1,1.840825123,1,5,1,23.00672558,0.417030568,0,0,0,0,0,0,0.284119107,0,0,0,0,30,1,2,20.2,2259.597129,0,0,45.49,1
42,1,1,1,91740,8228.76,3,3,61,2,1,20.01,1,1,1,12,1,1,1,1,1,1,0.346009975,1,730,0,1.505276226,115.1,7008.15,0,0,1220.61,0
46.78522868,0.466172382,1.507892293,0.458721291,93925,3025.38111,3,6,65,2,0.905519177,39.49,1,1,1.370243294,18,1,1,1,0,0,0,0,1,365,0,2,67.05,4309.55,0,0,2566.85,0
44,0,2,0,92337,24.45,3.260452152,1.840825123,1,0,0,0,0,1,2,2,0.284034653,0,0,0,0,0,0,1,30,1,3,24.45,24.45,0,0,0,4
41,0,1,0,94566,1267.2,4,0,36,3,0,0,0,0.774630542,2,2,0,0.334686232,0.333333333,1,0.377661216,0,0,1,30,1,1,34.85,1267.2,0,0,0,0
46.78522868,0.466172382,2,2,93460.99382,2596.95,3,5,69,0,1,11.6,1,0,0,0,0,0,0,0,0,0,0,0,730,1,1,26,1796.55,0,0,800.4,0
20,0.466172382,1.507892293,0,93563,8580.15,3.260452152,7,59,2,1,41.15,1,0.774630542,1,20.32366698,1,0.334686232,1,1,0,1,1,0,365,0.578473945,2,107,6152.3,0,0,2427.85,0
39,1,2,0,90022,8080.25,3,1.840825123,72,0,1,42.55,1,1,1.370243294,18,1,1,1,1,0,0,0,1,292.0086393,0,1.505276226,72.1,5016.65,0,6.506550218,3063.6,0
69,0,1,0,93021,7804.33,3,0,66,1,1,11.63,1,1,1,5,0,0,1,1,1,1,0.346009975,0,365,1,2,102.85,6976.75,0,60,767.58,0
42,1,1,2,93460.99382,7614.4,4,4,64,0,1,13.95,0.417030568,1,1,11,1,0.334686232,0,1,1,1,1,0.666460778,365,1,1,64.19761171,6721.6,0,0,892.8,0
61,1,1.507892293,0,94121,5161.71,4,1,71,1,1,48.01,1,0.774630542,0,0,0.284034653,0,0,0,0,0,0,0,730,0,1,25,1753,2.040018645,0,3408.71,0
60,1,1,0,90720,3025.38111,3,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
50,0,1,0,96118,1191.35,3.260452152,0,22,0,1,35.4,0,0,0,0,0,0.334686232,0,0,0,0,0,0,365,1,2,19.25,412.55,0,0,778.8,0
46.78522868,1,2,3,91605,1636.95,3,6,32.40104487,0,0,0,0,1,3,57,1,1,1,1,0,1,1,1,292.0086393,0.578473945,2,55.35,1636.95,0,0,0,0
46.78522868,0.466172382,1.507892293,0.458721291,93250,1626.33,3.260452152,1.840825123,53,1.390003085,1,11.35,0,0.774630542,0,20.32366698,0,0,0,0,0,0,0,0,365,1,1.505276226,19.85,2259.597129,14.67,0,601.55,0
